formula_molecular_weight,name,formula,metabolite_id,metanetx_id,kegg_id
231.2671, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,R_3hpocta_p,,
231.2671, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,R_3hpocta_c,,
231.2671, 3 Hydroxy 8 phenyloctanoic acid,C14H15O3,R_3hpocta_e,,
232.29998,Gamma glutamyl cadaverine synthase,C10H22N3O3,gg15dap_c,,
236.119221,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,eig3p_c,MNXM1422,C04666
236.26373999999998,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoic acid",C13H16O4,hip_c,,
236.3979,S Aminomethyldihydrolipoylprotein CH6NS2X,C9H20N2OS2,alpro_c,MNXM81221,C01242
237.31474, 3 hydroxy  5Z 8Z  tetradecedienic acid,C14H21O3,R_3htd58e_c,,
238.1935,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",C11H10O6,2shchc_c,MNXM1249,C05817
238.23986000000002,Gly-Tyr,C11H14N2O4,gly_tyr_e,,
238.27962,"3-[(3aS,4S,7aS)-7a-Methyl-1-hydroxy-5-oxo-octahydro-1H-inden-4-yl]propanoic acid",C13H18O4,5ohhip_c,,
239.2478,Gly-Tyr,C11H15N2O4,gly_tyr_c,,
240.18949999999998,"2,3-dihydroxybenzoylserine",C10H10NO6,23dhbzs_c,MNXM1487,C04204
240.33856, 3 hydroxy cis myristol 7 en,C14H24O3,R_3hcmrs7e_c,,
241.3465, 3 hydroxy  5Z  tetradecenic acid,C14H25O3,R_3htd5e_c,,
241.38956,Fatty acid (Iso-C15:0),C15H29O2,fa3_c,MNXM163382,
241.38956,Fatty acid (Anteiso-C15:0),C15H29O2,fa4_c,MNXM163380,
242.120501,L-Rhamnulose 1-phosphate,C6H11O8P,rml1p_c,MNXM1675,C01131
242.120501,L-Fuculose 1-phosphate,C6H11O8P,fc1p_c,MNXM1749,C01099
242.22856000000002,Thymidine C10H14N2O5,C10H14N2O5,thymd_c,MNXM420,C00214
243.068282,Dimethylallyl diphosphate,C5H9O7P2,dmpp_c,MNXM132,C00235
243.068282,Isopentenyl diphosphate,C5H9O7P2,ipdp_c,MNXM83,C00129
243.21662000000003,Cytidine,C9H13N3O5,cytd_c,MNXM338,C00475
243.2778, 3 Hydroxy 9 phenylnonanoic acid,C15H15O3,R_3hpnona_c,,
243.3027,Biotin,C10H15N2O3S,btn_e,MNXM304,C00120
243.3027,Biotin,C10H15N2O3S,btn_c,MNXM304,C00120
243.36238, 3 Hydroxytetradecanoic acid,C14H27O3,R_3httdca_c,,
244.20138,Uridine,C9H12N2O6,uri_c,MNXM288,C00299
244.33056,Leucylleucine,C12H24N2O3,leuleu_c,MNXM157161,C11332
244.33056,Leucylleucine,C12H24N2O3,leuleu_e,MNXM157161,C11332
244.33056,Leucylleucine,C12H24N2O3,leuleu_p,MNXM157161,C11332
245.125981,Pyridoxal 5'-phosphate,C8H8NO6P,pydx5p_c,MNXM161,C00018
245.144321,Glycerophosphoglycerol,C6H14O8P,g3pg_p,MNXM598,C03274
245.144321,Glycerophosphoglycerol,C6H14O8P,g3pg_c,MNXM598,C03274
245.25238000000002,Gamma glutamyl gamma delta Aminovalerate acid,C10H17N2O5,ggaptn_c,,
247.14186099999998,Pyridoxine 5'-phosphate,C8H10NO6P,pdx5p_c,MNXM454,C00627
247.165041,Pyridoxamine 5'-phosphate,C8H12N2O5P,pyam5p_c,MNXM366,C00647
249.26421999999997,Gamma-L-Glutamyl-L-cysteine,C8H13N2O5S,glucys_c,MNXM412,C00669
249.39335999999997,S-Acetyldihydrolipoamide,C10H19NO2S2,adhlam_c,MNXM4815,C01136
251.107381,Shikimate 5-phosphate,C7H8O8P,skm5p_c,MNXM1265,C03175
251.24192,Deoxyadenosine,C10H13N5O3,dad_2_e,MNXM625,C00559
251.24192,Deoxyadenosine,C10H13N5O3,dad_2_c,MNXM625,C00559
251.24192,5'-Deoxyadenosine,C10H13N5O3,dad_5_c,MNXM316,C05198
252.22668000000002,Deoxyinosine,C10H12N4O4,din_c,MNXM935,C05512
253.40025999999997,Hexadecenoate (n-C16:1),C16H29O2,hdcea_c,MNXM950,
253.40025999999997,Hexadecenoate (n-C16:1),C16H29O2,hdcea_p,MNXM950,
253.923223,Inorganic triphosphate,HO10P3,pppi_c,MNXM332,C00536
254.08814099999998,L-ascorbate-6-phosphate,C6H7O9P,ascb6p_c,MNXM2689,C16186
255.096081,2-Deoxy-5-keto-D-gluconic acid 6-phosphate,C6H8O9P,d5kgp_c,MNXM1806,C06893
255.096081,2-Dehydro-3-deoxy-D-galactonate 6-phosphate,C6H8O9P,2dh3dgal6p_c,MNXM90136,C01286
255.096081,2-Dehydro-3-deoxy-D-gluconate 6-phosphate,C6H8O9P,2ddg6p_c,MNXM649,C04442
255.22402,Nicotinate D-ribonucleoside,C11H13NO6,nicrns_c,MNXM1915,C05841
255.23062000000002,Dihydroneopterin,C9H13N5O4,dhnpt_c,MNXM162359,C04874
255.24720000000002,N Ribosylnicotinamide C11H15N2O5,C11H15N2O5,rnam_c,MNXM1115,C03150
255.41613999999998,Hexadecanoate (n-C16:0),C16H31O2,hdca_c,MNXM108,C00249
255.41613999999998,Hexadecanoate (n-C16:0),C16H31O2,hdca_e,MNXM108,C00249
255.41613999999998,Hexadecanoate (n-C16:0),C16H31O2,hdca_p,MNXM108,C00249
255.41613999999998,Fatty acid (iso-C16:0),C16H31O2,fa6_c,MNXM163383,
256.104021,"6-phospho-D-glucono-1,5-lactone",C6H9O9P,6pgl_c,MNXM429,C01236
257.30438000000004, 3 Hydroxy 10 phenyldecanoic acid,C16H17O3,R_3hpdeca_c,,
258.05974199999997,Hmbpp c,C5H8O8P2,hmbpp_c,,
258.119901,D-Glucose 6-phosphate,C6H11O9P,g6p_c,MNXM160,C00092
258.119901,Beta D glucose 6 phosphate C6H11O9P,C6H11O9P,g6p_B_c,MNXM508,C01172
258.119901,Alpha-D-glucose 6 phosphate,C6H11O9P,g6p_A_c,MNXM215,C00668
258.119901,Alpha-D-Galactose 1-phosphate,C6H11O9P,gal1p_c,MNXM336,"['C00446', 'C03384']"
258.119901,D-Mannose 1-phosphate,C6H11O9P,man1p_c,MNXM721,C00636
258.119901,D-Fructose 6-phosphate,C6H11O9P,f6p_c,MNXM89621,C05345
258.119901,D-Mannose 6-phosphate,C6H11O9P,man6p_c,MNXM427,C00275
258.119901,D-Tagatose 6-phosphate,C6H11O9P,tag6p__D_c,MNXM795,C01097
258.119901,1D-myo-Inositol 1-phosphate,C6H11O9P,mi1p__D_c,MNXM646,C01177
258.119901,1D-myo-Inositol 3-phosphate,C6H11O9P,mi3p__D_c,MNXM540,C04006
258.119901,Arabino-3-hexulose-6-P,C6H11O9P,ah6p__D_c,MNXM148082,
258.119901,D-Fructose 1-phosphate,C6H11O9P,f1p_c,MNXM145568,C01094
258.119901,D-Glucose 1-phosphate,C6H11O9P,g1p_c,MNXM89588,C00103
258.119901,D-Galactose 6-phosphate,C6H11O9P,dgal6p_c,MNXM92233,
258.143081,D-Glucosamine 1-phosphate,C6H13NO8P,gam1p_c,MNXM969,C06156
258.143081,D-Glucosamine 6-phosphate,C6H13NO8P,gam6p_c,MNXM370,C00352
258.186101,5-Methylthio-5-deoxy-D-ribose 1-phosphate,C6H11O7PS,5mdr1p_c,MNXM407,C04188
258.186101,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,C6H11O7PS,5mdru1p_c,MNXM522,C04582
258.186101,5-Methylthio-5-deoxy-D-ribulose 1-phosphate,C6H11O7PS,5mdru1p_e,MNXM522,C04582
259.067682,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,C5H9O8P2,h2mb4p_c,MNXM606,C11811
260.135781,D-Mannitol 1-phosphate,C6H13O9P,mnl1p_c,MNXM90126,C00644
260.135781,D-Sorbitol 6-phosphate,C6H13O9P,sbt6p_c,MNXM393,C01096
260.135781,Galactitol 1-phosphate,C6H13O9P,galt1p_c,MNXM1667,C06311
262.005382,3-Phospho-D-glyceroyl phosphate,C3H4O10P2,13dpg_c,MNXM261,C00236
263.22614,4-aminobenzoate-glutamate,C12H11N2O5,abg4_e,,
263.22614,4-aminobenzoate-glutamate,C12H11N2O5,abg4_c,,
264.23408,4-aminobenzoyl-glutamate,C12H12N2O5,4abzglu_e,,
264.23408,4-aminobenzoyl-glutamate,C12H12N2O5,4abzglu_p,,
264.23408,4-aminobenzoyl-glutamate,C12H12N2O5,4abzglu_c,,
265.35458000000006,Thiamin,C12H17N4OS,thm_c,MNXM161565,
265.35458000000006,Thiamin,C12H17N4OS,thm_e,MNXM161565,
266.122021,N-Acetyl-L-glutamyl 5-phosphate,C7H9NO8P,acg5p_c,MNXM1384,C04133
267.24132,Adenosine,C10H13N5O4,adn_c,MNXM212,C00212
267.24132,Adenosine,C10H13N5O4,adn_e,MNXM212,C00212
267.24132,Deoxyguanosine,C10H13N5O4,dgsn_c,MNXM647,C00330
267.29938,S-Ribosyl-L-homocysteine,C9H17NO6S,rhcys_c,MNXM1777,C03539
268.22608,Inosine,C10H12N4O5,ins_c,MNXM334,C00294
268.22608,Inosine,C10H12N4O5,ins_p,MNXM334,C00294
268.22608,Inosine,C10H12N4O5,ins_e,MNXM334,C00294
269.44272,Fatty acid (Anteiso-C17:0),C17H33O2,fa12_c,MNXM163381,
269.44272,Fatty acid (Iso-C17:0),C17H33O2,fa11_c,MNXM163384,
271.095481,3-keto-L-gulonate-6-phosphate,C6H8O10P,3dhgulnp_c,MNXM1170,C14899
271.41553999999996, 3 Hydroxyhexadecanoic acid,C16H31O3,R_3hhdca_c,,
272.25124,Arbutin C12H16O7,C12H16O7,arbt_e,MNXM2683,C06186
273.111361,6-Phospho-D-gluconate,C6H10O10P,6pgc_c,MNXM325,C00345
274.119301,6-Phospho-2-dehydro-D-gluconate,C6H11O10P,6p2dhglcn_c,MNXM1218,C01218
274.24724000000003,"1,6-anhydrous-N-Acetylmuramate",C11H16NO7,anhm_c,MNXM90585,
275.30308,L alaninyltryptophan,C14H17N3O3,alatrp_c,,
275.30308,L alaninyltryptophan,C14H17N3O3,alatrp_e,,
275.30308,L alaninyltryptophan,C14H17N3O3,alatrp_p,,
276.075022,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",C5H10O9P2,2mecdp_c,MNXM1168,C11453
276.24654,4-(1-D-Ribitylamino)-5-aminouracil,C9H16N4O6,4r5au_c,MNXM791,C04732
276.37572,Gamma glutamyl spermidine,C12H28N4O3,ggspmd_c,,
276.43858,S-(2-Methylpropanoyl)-dihydrolipoamide,C12H22NO2S2,2mpdhl_c,MNXM7749,C04424
278.26242,Glycine-glycine-glutamine tripeptide,C9H18N4O6,glyglygln_c,,
278.26242,Glycine-glycine-glutamine tripeptide,C9H18N4O6,glyglygln_e,,
278.36838,Pantetheine,C11H22N2O4S,ptth_c,MNXM1154,C00831
278.4296,Petroselaidic acid,C18H30O2,ptsla_p,,
278.4296,Petroselaidic acid,C18H30O2,ptsla_e,,
279.28972100000004,Dodecanoly-phosphate (n-C12:0),C12H24O5P,ddcap_c,MNXM147470,
279.43754,Linoleic acid (all cis C18:2) n-6,C18H31O2,lnlc_e,MNXM293,C01595
279.43754,Linoleic acid (all cis C18:2) n-6,C18H31O2,lnlc_c,MNXM293,C01595
279.43754,Linoleic acid (all cis C18:2) n-6,C18H31O2,lnlc_p,MNXM293,C01595
281.45342,Vaccenic acid,C18H33O2,vacc_p,MNXM92713,
281.45342,Octadecenoate (n-C18:1),C18H33O2,ocdcea_p,MNXM306,C00712
281.45342,Octadecenoate (n-C18:1),C18H33O2,ocdcea_e,MNXM306,C00712
281.45342,Octadecenoate (n-C18:1),C18H33O2,ocdcea_c,MNXM306,C00712
281.45342,Vaccenic acid,C18H33O2,vacc_c,MNXM92713,
282.24451999999997,Xylobiose,C10H18O9,xylb_c,MNXM9373,C01630
282.24451999999997,Xylobiose,C10H18O9,xylb_e,MNXM9373,C01630
282.37678,"Androsta-1,4-diene-3,17-dione",C19H22O2,andrs14dn317dn_c,,
283.24072,Guanosine,C10H13N5O5,gsn_p,MNXM401,C00387
283.24072,Guanosine,C10H13N5O5,gsn_e,MNXM401,C00387
283.24072,Guanosine,C10H13N5O5,gsn_c,MNXM401,C00387
283.46930000000003,Octadecanoate (n-C18:0),C18H35O2,ocdca_c,MNXM236,C01530
283.46930000000003,Octadecanoate (n-C18:0),C18H35O2,ocdca_e,MNXM236,C01530
283.46930000000003,Octadecanoate (n-C18:0),C18H35O2,ocdca_p,MNXM236,C01530
284.22548,Xanthosine,C10H12N4O6,xtsn_e,MNXM687,C01762
284.22548,Xanthosine,C10H12N4O6,xtsn_c,MNXM687,C01762
284.39266000000003,"Androst-4-ene-3,17-dione",C19H24O2,andrstndn_c,MNXM162523,
285.12206100000003,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C7H10O10P,2dda7p_c,MNXM1219,C04691
285.168421,N1-(5-Phospho-D-ribosyl)glycinamide,C7H14N2O8P,gar_c,MNXM463,C03838
285.189841,C'-(3-Indolyl)-glycerol 3-phosphate,C11H12NO6P,3ig3p_c,MNXM866,C03506
286.21488,N-Succinyl-2-L-amino-6-oxoheptanedioate,C11H12NO8,sl2a6o_c,MNXM1563,C04462
288.14588100000003,Sedoheptulose 7-phosphate,C7H13O10P,s7p_c,MNXM271,C05382
288.25394,"N-Succinyl-LL-2,6-diaminoheptanedioate",C11H16N2O7,sl26da_c,MNXM1488,C04421
289.26518,N(omega)-(L-Arginino)succinate,C10H17N4O6,argsuc_c,MNXM722743,C03406
291.47309999999993,S-(2-Methylbutanoyl)-dihydrolipoamide,C13H25NO2S2,2mbdhl_c,MNXM9096,C05118
292.29384,L histidinylhistidine,C12H16N6O3,hishis_e,,
292.29384,L histidinylhistidine,C12H16N6O3,hishis_p,,
292.29384,L histidinylhistidine,C12H16N6O3,hishis_c,,
293.170541,5-amino-1-(5-phospho-D-ribosyl)imidazole,C8H12N3O7P,air_c,MNXM162266,
296.091142,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,C6H8N3O7P2,2mahmp_c,MNXM1135,C04752
296.19106100000005,D-4'-Phosphopantothenate,C9H15NO8P,4ppan_c,MNXM415,C03492
297.3335,5-Methylthioadenosine,C11H15N5O3S,5mta_c,MNXM150,C00170
298.37618,"9alpha-Hydroxyandrosta-1,4-diene-3,17-dione",C19H22O3,9ohadd_c,,
298.37618,Secophenol,C19H22O3,3hsa_c,,
299.171821,N-Acetyl-D-mannosamine 6-phosphate,C8H14NO9P,acmanap_c,MNXM4708,C04257
299.171821,N-Acetyl-D-glucosamine 6-phosphate,C8H14NO9P,acgam6p_c,MNXM63556,C00357
299.171821,N-Acetyl-D-glucosamine 1-phosphate,C8H14NO9P,acgam1p_c,MNXM91871,C04256
305.18124100000006,DCMP C9H12N3O7P,C9H12N3O7P,dcmp_c,MNXM266,C00239
305.32700100000005,Tetradecanoyl-phosphate (n-C14:1),C14H26O5P,ttdceap_c,MNXM147614,
306.166001,DUMP C9H11N2O8P,C9H11N2O8P,dump_c,MNXM234,C00365
306.31554,Reduced glutathione,C10H16N3O6S,gthrd_e,MNXM57,C00051
306.31554,Reduced glutathione,C10H16N3O6S,gthrd_p,MNXM57,C00051
306.31554,Reduced glutathione,C10H16N3O6S,gthrd_c,MNXM57,C00051
306.4215,S Succinyldihydrolipoamide C12H20NO4S2,C12H20NO4S2,sdhlam_c,MNXM3710,C01169
308.26192000000003,N-Acetylneuraminate,C11H18NO9,acnam_c,MNXM227,"['C00270', 'C19910']"
308.26192000000003,N-Acetylneuraminate,C11H18NO9,acnam_e,MNXM227,"['C00270', 'C19910']"
308.26192000000003,N-Acetylneuraminate,C11H18NO9,acnam_p,MNXM227,"['C00270', 'C19910']"
308.26522,Serine-glutamine-glycine tripeptide,C10H18N3O8,serglugly_e,,
308.26522,Serine-glutamine-glycine tripeptide,C10H18N3O8,serglugly_c,,
311.18530200000004,Geranyl diphosphate,C10H17O7P2,grdp_c,MNXM100,C00341
311.18582100000003,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,C8H14N3O8P,fpram_c,MNXM479745,
311.52246,Arachidic acid,C20H39O2,arach_c,MNXM2976,C06425
312.170581,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,C8H13N2O9P,fgam_c,MNXM453,C04376
313.29142,Dihydropteroate,C14H13N6O3,dhpt_c,MNXM722728,C00921
314.37558,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H22O4,34dhsa_c,,
316.35668,Oxidized thioredoxin,C10H12N4O4S2,trdox_c,MNXM148,C00343
318.37256,Reduced thioredoxin,C10H14N4O4S2,trdrd_c,MNXM96993,C00342
320.146221,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C10H9O10P,3psme_c,MNXM1365,C01269
320.192581,DTMP C10H13N2O8P,C10H13N2O8P,dtmp_c,MNXM257,C00364
321.18064100000004,CMP C9H12N3O8P,C9H12N3O8P,cmp_c,MNXM31,C00055
321.36994,N-Pantothenoylcysteine,C12H21N2O6S,ptcys_c,MNXM3059,C04079
322.16540100000003,Pseudouridine 5  phosphate C9H11N2O9P,C9H11N2O9P,psd5p_c,MNXM148492,
322.16540100000003,UMP C9H11N2O9P,C9H11N2O9P,ump_c,MNXM80,C00105
323.12938,Chloramphenicol,C11H12Cl2N2O5,cm_c,MNXM4519,C00918
323.12938,Chloramphenicol,C11H12Cl2N2O5,cm_p,MNXM4519,C00918
323.12938,Chloramphenicol,C11H12Cl2N2O5,cm_e,MNXM4519,C00918
325.24762,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,C14H13O9,2sephchc_c,MNXM1861,C16519
327.31316,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H19N4O6,dmlz_c,MNXM1313,C04332
328.19800100000003,CAMP C10H11N5O6P,C10H11N5O6P,camp_c,MNXM243,C00575
329.205941,DAMP C10H12N5O6P,C10H12N5O6P,damp_c,MNXM432,C00360
330.19070100000005,DIMP C10H12N4O7P,C10H11N4O7P,dimp_c,MNXM1922,C06196
330.50262,1 Acyl sn glycerol  hexadecanoate,C19H38O4,1ag160_e,,
333.18804100000006,Nicotinate D-ribonucleotide,C11H12NO9P,nicrnt_c,MNXM194,C01185
333.194641,Dihydroneopterin monophosphate,C9H12N5O7P,dhpmp_c,MNXM1645,C05925
333.211221,NMN C11H14N2O8P,C11H14N2O8P,nmn_c,MNXM355,C00455
333.38016100000004,Hexadecanoyl-phosphate (n-C16:1),C16H30O5P,hdceap_c,MNXM147482,
333.38218,Penicillin G C16H18N2O4S,C16H17N2O4S,peng_p,MNXM1812,C05551
335.396041,Hexadecanoyl-phosphate (n-C16:0),C16H32O5P,hdcap_c,MNXM147481,
336.083922,"D-Fructose 1,6-bisphosphate",C6H10O12P2,fdp_c,MNXM417,C00354
336.083922,"D-Tagatose 1,6-biphosphate",C6H10O12P2,tagdp__D_c,MNXM1324,C03785
336.172101,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,C9H11N3O9P,5aizc_c,MNXM507,C04751
336.172101,5-phosphoribosyl-5-carboxyaminoimidazole,C9H11N3O9P,5caiz_c,MNXM1409,C15667
336.195281,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C9H13N4O8P,aicar_c,MNXM365,C04677
342.29648,Laminaribiose,C12H22O11,lmn2_e,MNXM2249,C02048
342.29648,Trehalose,C12H22O11,tre_c,MNXM198,C01083
342.29648,Trehalose,C12H22O11,tre_p,MNXM198,C01083
342.29648,Trehalose,C12H22O11,tre_e,MNXM198,C01083
342.29648,Lactose C12H22O11,C12H22O11,lcts_c,MNXM362,"['C00243', 'C01970']"
342.29648,Sucrose C12H22O11,C12H22O11,sucr_p,MNXM167,C00089
342.29648,Sucrose C12H22O11,C12H22O11,sucr_e,MNXM167,C00089
342.29648,Maltose C12H22O11,C12H22O11,malt_c,MNXM165,"['C00208', 'C00897']"
342.29648,Sucrose C12H22O11,C12H22O11,sucr_c,MNXM167,C00089
342.29648,Cellobiose,C12H22O11,cellb_e,MNXM1142,"['C00185', 'C06421', 'C06422']"
342.29648,Maltose C12H22O11,C12H22O11,malt_e,MNXM165,"['C00208', 'C00897']"
342.29648,Maltose C12H22O11,C12H22O11,malt_p,MNXM165,"['C00208', 'C00897']"
342.29648,Lactose C12H22O11,C12H22O11,lcts_e,MNXM362,"['C00243', 'C01970']"
342.29648,Cellobiose,C12H22O11,cellb_c,MNXM1142,"['C00185', 'C06421', 'C06422']"
342.29648,"Mannobiose (beta-1,4)",C12H22O11,manb_c,MNXM147141,
342.29648,Melibiose C12H22O11,C12H22O11,melib_c,MNXM8340,
342.29648,Laminaribiose,C12H22O11,lmn2_c,MNXM2249,C02048
342.29648,Melibiose C12H22O11,C12H22O11,melib_e,MNXM8340,
342.29648,Melibiose C12H22O11,C12H22O11,melib_p,MNXM8340,
342.29648,Lactose C12H22O11,C12H22O11,lcts_p,MNXM362,"['C00243', 'C01970']"
342.31966,1D-myo-inositol 2-deoxy-D-glucopyranoside,C12H24NO10,igam_c,MNXM90771,
343.318601,Thiamin monophosphate,C12H16N4O4PS,thmmp_c,MNXM662,C01081
344.19740100000007,"3',5'-Cyclic GMP",C10H11N5O7P,35cgmp_c,MNXM665,C00942
345.20534100000003,DGMP C10H12N5O7P,C10H12N5O7P,dgmp_c,MNXM546,C00362
345.20534100000003,AMP C10H12N5O7P,C10H12N5O7P,amp_c,MNXM14,C00020
346.190101,IMP C10H11N4O8P,C10H11N4O8P,imp_c,MNXM125,C00130
346.206681,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P,2cpr5p_c,MNXM1455,C01302
346.206681,N-(5-Phospho-D-ribosyl)anthranilate,C12H13NO9P,pran_c,MNXM1489,C04302
346.37438,"9,10-disecoandrosta-1(10),2-dien-4-oate",C19H22O6,49dsha_c,,
349.40475999999995,Ampicillin,C16H19N3O4S,apc_e,,
349.40475999999995,Ampicillin,C16H19N3O4S,apc_p,,
350.215261,Arbutin 6-phosphate,C12H15O10P,arbt6p_e,MNXM2806,C06187
350.215261,Arbutin 6-phosphate,C12H15O10P,arbt6p_c,MNXM2806,C06187
350.36814,Lysine-glutamine-glycine tripeptide,C13H26N4O7,lysglugly_e,,
350.36814,Lysine-glutamine-glycine tripeptide,C13H26N4O7,lysglugly_c,,
351.209921,2 5 Diamino 6 hydroxy 4  5  phosphoribosylamino  pyrimidine C9H14N5O8P,C9H14N5O8P,25dhpp_c,MNXM90906,
351.209921,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate",C9H14N5O8P,25drapp_c,MNXM648,C01304
352.114642,6-hydroxymethyl-dihydropterin pyrophosphate,C7H8N5O8P2,6hmhptpp_c,MNXM1160,C04807
352.114642,2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine diphosphate C7H8N5O8P2,C7H8N5O8P2,2ahhmd_c,MNXM91459,
352.194681,5-Amino-6-(5'-phosphoribosylamino)uracil,C9H13N4O9P,5apru_c,MNXM1532,C01268
352.36032100000006,1-dodecanoyl-sn-glycerol 3-phosphate,C15H29O7P,1ddecg3p_c,MNXM4232,
352.38552000000004,Acetyl-cystine-bimane,C15H18N3O5S,acysbmn_c,MNXM7016,
352.38552000000004,Acetyl-cystine-bimane,C15H18N3O5S,acysbmn_e,MNXM7016,
353.368261,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P,2ddecg3p_p,MNXM5461,
353.368261,2-dodecanoyl-sn-glycerol 3-phosphate,C15H30O7P,2ddecg3p_c,MNXM5461,
353.60220000000004,Methyl behenic acid,C23H45O2,mbhn_c,MNXM7525,
354.21056100000004,5-Amino-6-(5'-phosphoribitylamino)uracil,C9H15N4O9P,5aprbu_c,MNXM1178,C04454
354.52401999999995,1 Acyl sn glycerol  nC182d9d12,C21H38O4,1ag182d9d12_e,,
356.332401,Pantetheine 4'-phosphate,C11H21N2O7PS,pan4p_c,MNXM373,C01134
356.44376,S-Adenosylmethioninamine,C14H24N6O3S,ametam_c,MNXM321,C01137
356.53989999999993,1 Acyl sn glycerol  nC181d9,C21H40O4,1ag181d9_e,,
358.55577999999997,1 Acyl sn glycerol  octadecanoate,C21H42O4,1ag180_e,,
361.204741,GMP C10H12N5O8P,C10H12N5O8P,gmp_c,MNXM113,C00144
361.43332100000003,Octadecanoyl-phosphate (n-C18:1),C18H34O5P,ocdceap_c,MNXM147529,
362.189501,Xanthosine 5'-phosphate,C10H11N4O9P,xmp_c,MNXM298,C00655
363.449201,Octadecanoyl-phosphate (n-C18:0),C18H36O5P,ocdcap_c,MNXM147528,
364.20538100000005,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C10H13N4O9P,fprica_c,MNXM456,C04734
365.166961,Orotidine 5'-phosphate,C10H10N2O11P,orot5p_c,MNXM519,C01103
366.109902,"Sedoheptulose 1,7-bisphosphate",C7H12O13P2,s17bp_c,MNXM1294,C00447
370.22654100000005,N-acetylmuramate 6-phosphate,C11H17NO11P,acmum6p_c,MNXM90332,C16698
378.3782,(R)-S-Lactoylglutathione,C13H20N3O8S,lgt_s_c,,
378.3782,(R)-S-Lactoylglutathione,C13H20N3O8S,lgt__S_c,MNXM1253,C03451
378.37978,Riboflavin C17H20N4O6,C17H22N4O6,ribflv_e,MNXM270,C00255
378.37978,Riboflavin C17H20N4O6,C17H22N4O6,ribflv_c,MNXM270,C00255
378.397601,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H31O7P,1tdec7eg3p_c,MNXM91053,
379.302322,Farnesyl diphosphate,C15H25O7P2,frdp_c,MNXM34,C00448
379.405541,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H32O7P,2tdec7eg3p_c,MNXM5490,
379.405541,2-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H32O7P,2tdec7eg3p_p,MNXM5490,
380.292062,N-Lipoyl gcvh-L protein,C8H16NO8P2S2,gcvHL_nhLA_c,,
380.39565999999996,Reduced riboflavin,C17H24N4O6,rbflvrd_c,MNXM1246,C01007
384.153202,DCDP C9H12N3O10P2,C9H12N3O10P2,dcdp_c,MNXM411,C00705
384.4108,S-Adenosyl-L-homocysteine,C14H20N6O5S,ahcys_c,MNXM19,C00021
384.63766,Cholest-4-en-3-one,C27H44O,chol4en3one_c,,
385.029903,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,prpp_c,MNXM91,C00119
385.13796199999996,DUDP C9H11N2O11P2,C9H11N2O11P2,dudp_c,MNXM572,C01346
386.65353999999996,Chsterol c,C27H46O,chsterol_c,MNXM103,C00187
386.65353999999996,Chsterol c,C27H46O,chsterol_e,MNXM103,C00187
387.242021,Acetyl-adenylate,C12H14N5O8P,aad_c,,
387.242021,Acetyl adenylate,C12H14N5O8P,acadl_c,,
389.38100000000003,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,LalaDgluMdap_c,MNXM90242,
389.38100000000003,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,LalaDgluMdap_p,MNXM90242,
389.38100000000003,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,LalaDgluMdap_e,MNXM90242,
395.68194,Dimethyl lignoceric acid,C26H51O2,dmlgnc_c,MNXM7310,
396.6053,26-Oxocholest-4-en-3-one,C27H40O2,ochol_c,,
397.40626000000003,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H19N5O6S,amob_c,MNXM3090,C04425
