,name,reaction,glu FBA flux,glu pFBA flux,WT-Glu-R1-T1 transcripts,WT-Glu-R2-T1 transcripts,WT-Glu-R3-T1 transcripts,WT-Glu-R1-T2 transcripts,WT-Glu-R2-T2 transcripts,WT-Glu-R3-T2 transcripts,WT-Glu-R1-T1 E-Flux2 flux,WT-Glu-R2-T1 E-Flux2 flux,WT-Glu-R3-T1 E-Flux2 flux,WT-Glu-R1-T2 E-Flux2 flux,WT-Glu-R2-T2 E-Flux2 flux,WT-Glu-R3-T2 E-Flux2 flux
FEENTERtonex,Fe-enterobactin transport via ton system (extracellular),feenter_e + h_p --> feenter_p + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FEENTERtpp,Enterochelin transport (secretion),enter_c + h_p --> enter_p + h_c,0.0,0.0,27.6328248565974,28.1440739935158,27.1648507809409,21.9596176780057,29.567201984449703,14.1288177206297,1.5547595245169413e-16,0.0,0.0,0.0,0.0,0.0
FEOXAMR1,Ferroxamine reductase,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c,0.0,0.0,55.499035058267296,63.290820426176396,60.570275389935894,44.3240209353294,41.66054629698021,49.1412664147798,0.0,0.0,0.0,0.0,0.0,0.0
GALCTND,Galactonate dehydratase,galctn__D_c --> 2dh3dgal_c + h2o_c,0.0,0.0,51.624838330061905,57.6886824748605,38.911813280807294,72.7602078824243,71.48396320330559,82.74646234791099,0.0,0.0,0.0,0.0,0.0,0.0
FEROpp,Ferroxidase,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,0.0,0.0,169.4844375917314,159.6609316125041,184.3722473611833,208.66696613846847,123.5980783128123,219.47514060850648,0.0,0.0,0.0,0.0,0.0,0.0
FEOXAMR3,Ferroxamine reductase,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c,0.0,0.0,55.499035058267296,63.290820426176396,60.570275389935894,44.3240209353294,41.66054629698021,49.1412664147798,0.0,0.0,0.0,0.0,0.0,0.0
FEOXAMUtex,Ferroxamine (minus Fe3) secretion (to extracellular),feoxam_un_p + h_p --> feoxam_un_e + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FASm220,FASm220,arach_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + mbhn_c + 2.0 nadp_c,0.0,0.0,5.69460241977175,5.73552218825203,7.433624706946678,9.31006832431576,5.739214250014499,3.60256706820837,0.0,0.0,0.0,4.115320056400446,2.51214793389404e-16,0.0
GALCTD,Galactarate dehydratase,galct__D_c --> 5dh4dglc_c + h2o_c,0.0,0.0,5.087800522582961,5.86890642518812,4.6804303710405,4.65503416215788,5.99542917189014,6.7548132528907,0.0,0.0,0.0,0.0,0.0,0.0
DHPS2,Dihydropteroate synthase,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,0.0,0.0,278.47539374064206,235.82333090301358,338.9182227500505,295.4934729021957,242.89174593811373,248.520837595937,0.0,0.0,0.0,0.0,0.0,0.0
FEOXAMabcpp,Ferroxamine transport via ABC system (periplasm),atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c,0.0,0.0,28.146272615757084,24.74277595164541,32.12060058557203,153.31253816672108,301.35999111013655,116.35165828104233,0.0,0.0,0.0,0.0,0.0,0.0
FEOXAMtonex,Ferroxamine transport via ton system (extracellular),feoxam_e + h_p --> feoxam_p + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FPRA,R01195,fdxrd_c + h_c + nadp_c --> fdxox_c + nadph_c,0.0,0.0,822.7766955189895,1012.1195898710788,619.6522718679499,454.6754019690291,910.3316174241745,681.616947327112,0.0,0.0,0.0,0.0,0.0,0.0
FRD,FRD,fadh2_c + fum_c --> fad_c + succ_c,0.0,0.0,135.7835937632462,241.2253924989252,138.30212880702038,105.3454470175295,159.9805972191542,359.75009582687017,0.0,0.0,0.0,0.0,0.0,0.0
FRD2,Fumarate reductase,fum_c + mql8_c --> mqn8_c + succ_c,0.0,0.0,185.02790157356748,290.8443286391521,179.87536327920367,158.37235790819756,200.82125576613234,439.45689221098036,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT181,Glycerol-3-phosphate acyltransferase (C18:1),glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,0.0,0.0,2.80062414087135,1.93407143557336,4.31333779291968,2.6311062655675,2.2546913125057,2.98337585336006,0.0,0.0,0.0,0.0,0.0,0.0
G1PP,Glucose-1-phosphatase,g1p_c + h2o_c --> glc__D_c + pi_c,0.0,0.0,170.6046872480797,167.33052523632952,189.5115434548755,164.2417488083095,153.6264671566381,142.3576893046714,0.0,0.0,0.0,0.0,0.0,0.0
G1SAT,Glutamate-1-semialdehyde aminotransferase,glu1sa_c <=> 5aop_c,0.0,0.0,152.5873386084743,161.79507940348168,139.6787259749734,90.06479139827209,138.9197306409762,159.13214221601703,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT120,Glycerol-3-phosphate acyltransferase (C12:0),ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c,0.0,0.0,2.80062414087135,1.93407143557336,4.31333779291968,2.6311062655675,2.2546913125057,2.98337585336006,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT141,Glycerol-3-phosphate acyltransferase (C14:1),glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,0.0,0.0,2.80062414087135,1.93407143557336,4.31333779291968,2.6311062655675,2.2546913125057,2.98337585336006,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT160,Glycerol-3-phosphate acyltransferase (C16:0),glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,0.0,0.0,13.95644363534225,12.80488674586496,19.639452929464078,17.9117618848249,14.450521593786505,25.612000250543858,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT161,Glycerol-3-phosphate acyltransferase (C16:1),glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,0.0,0.0,2.80062414087135,1.93407143557336,4.31333779291968,2.6311062655675,2.2546913125057,2.98337585336006,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT180,Glycerol-3-phosphate acyltransferase (C18:0),glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,0.0,0.0,2.80062414087135,1.93407143557336,4.31333779291968,2.6311062655675,2.2546913125057,2.98337585336006,0.0,0.0,0.0,0.0,0.0,0.0
G3PD5,Glycerol-3-phosphate dehydrogenase (ubiquinone-8),glyc3p_c + q8_c --> dhap_c + q8h2_c,0.0,0.0,359.32007727379505,304.9830577543782,385.63075331592535,435.44808695142046,334.104258125844,346.6907902046151,8.910977440291383,9.850021159219516,8.347598816252376,19.700427272212064,14.94319030604876,14.16825524163359
FUMt2_2pp,Fumarate transport via proton symport (2 H) (periplasm),fum_p + 2.0 h_p --> fum_c + 2.0 h_c,0.0,0.0,11.15581949447089,13.20503945667326,9.636180175671619,10.42322866744047,9.73616703127459,8.72496711831715,0.0,0.0,0.0,0.0,0.0,0.0
G3PEabcpp,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c,0.0,0.0,1.493666208464722,1.200458132424842,1.6519166015437061,1.6191423172723058,1.5372895312538841,0.9006417670520922,0.0,0.0,0.0,0.0,0.0,0.0
G3PEtex,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),g3pe_e <=> g3pe_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
G3PGabcpp,Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm),atp_c + g3pg_p + h2o_c --> adp_c + g3pg_c + h_c + pi_c,0.0,0.0,1.493666208464722,1.200458132424842,1.6519166015437061,1.6191423172723058,1.5372895312538841,0.9006417670520922,0.0,0.0,0.0,0.0,0.0,0.0
G3PT,Glycerol-3-phosphatase,glyc3p_c + h2o_c --> glyc_c + pi_c,0.0,0.0,244.07439387693802,243.4262324083703,235.85698144263,173.95660271194342,239.048522109979,234.6734704275112,0.0,0.0,0.0,0.0,0.0,0.0
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,0.8345835776951894,0.0,204.585593490652,229.620963885485,205.480070603131,194.297078072677,228.082523453701,232.815896782966,0.0,0.0,0.0,0.0,0.0,0.0
G6PBDH,Beta-D-Glucose-6-phosphate NADP+ 1-oxoreductase,g6p_B_c + nadp_c --> 6pgl_c + h_c + nadph_c,0.0,0.0,3027.334665074891,3203.355834257226,2002.948879371746,2198.3904812764704,3548.627910962084,2173.6989047802267,2.5007682489247234,17.42513467487652,0.14275822482476444,0.0,0.0,0.0
G6PDA,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c --> f6p_c + nh4_c,0.0,0.0,33.700843828485304,34.213056774108,29.9180451168471,180.73676116552105,45.401284156364696,326.538930666824,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2r,Fumarate reversible transport via symport,fum_e + h_e --> fum_c + h_c,0.0,0.0,9.19538259586094,10.070509888675058,8.62667558583936,8.50049716567961,6.661587968766829,7.711745130383542,0.0,0.0,0.0,0.0,0.0,0.0
G6PP,Glucose-6-phosphate phosphatase,g6p_c + h2o_c --> glc__D_c + pi_c,0.0,0.0,112.30502804894141,123.58049552129052,120.03927304550899,138.3354717319524,124.3154800940643,131.8314386522502,0.0,0.0,0.0,0.0,0.0,0.0
FRD3,Fumarate reductase,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c,0.0,0.0,171.0714579382253,280.6404345135409,164.09038242000827,141.67495276132686,187.29310789109815,429.0995118898812,0.0,0.0,0.0,0.0,0.0,0.0
FRUt3,D-fructose transport in via proton symport (periplasm),fru_p + h_p --> fru_c + h_c,0.0,0.0,2.80062414087135,2.60099262025383,3.120286914027,2.52990987073798,1.99847639063005,2.64563519071552,0.0,0.0,0.0,0.0,0.0,0.0
FRDx,Fumarate reductase NADH ,fum_c + h_c + nadh_c --> nad_c + succ_c,0.0,0.0,14.7032767395746,16.6063374985437,10.278592187383099,8.39930077085009,20.702165687552306,12.102373744762499,0.0,0.0,0.0,0.0,0.0,0.0
FRTT,Farnesyltranstransferase,frdp_c + ipdp_c --> ggdp_c + ppi_c,0.0,0.0,157.348399647956,130.516475841968,182.16969189245896,147.746736451098,121.087172078431,102.16655044997201,7.252785027949927e-05,9.150285404811052e-05,7.717534576958674e-05,8.810773268062682e-05,9.479566400977592e-05,0.00011576794081548531
FRUK,Fructose-1-phosphate kinase,atp_c + f1p_c --> adp_c + fdp_c + h_c,0.0,0.0,5.4145400056846205,6.86928820220882,4.77220351557071,4.04785579318077,6.3028870781409205,5.23498027099029,0.0,0.0,0.0,0.0,0.0,0.0
FRUpts,D-fructose transport via PEP:Pyr PTS,fru_e + pep_c --> f1p_c + pyr_c,0.0,0.0,7.188268628236481,12.13796556118452,10.27859218738306,47.56230556987399,22.854371031307807,67.66071274978842,0.0,0.0,0.0,0.0,0.0,0.0
FRUpts2,Fructose transport via PEP:Pyr PTS (f6p generating),fru_e + pep_c --> f6p_c + pyr_c,0.0,0.0,15.3567557057779,23.5423178192205,18.1710826169808,8.39930077085009,13.2206899687834,17.6750946783973,0.0,0.0,0.0,0.0,0.0,0.0
FRUpts2pp,Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm),fru_p + pep_c --> f6p_c + pyr_c,0.0,0.0,3.5941343141182407,6.06898278059226,5.13929609369153,39.1630047990239,11.427185515653903,49.98561807139111,0.0,0.0,0.0,0.0,0.0,0.0
FRUptspp,D-fructose transport via PEP:Pyr PTS (periplasm),fru_p + pep_c --> f1p_c + pyr_c,0.0,0.0,63.5274909287652,76.22909140897752,65.34247890550657,447.996439910281,124.6741809846898,745.1121919042844,0.0,0.0,0.0,0.0,0.0,0.0
FRUtex,D-fructose transport via diffusion (extracellular to periplasm),fru_e <=> fru_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2_2,Fumarate transport via proton symport (2 H),fum_e + 2.0 h_e --> fum_c + 2.0 h_c,0.0,0.0,2.80062414087135,3.26791380493429,2.11078232419474,3.44067742420365,2.66463518750673,3.03966596380081,0.0,0.0,0.0,0.0,0.0,0.0
FTCD,Formimidoyltransferase cyclodeaminase reversible,5forthf_c + 2.0 h_c --> methf_c + nh4_c,0.0,0.0,0.560124828174271,0.666921184680468,1.10127773436247,0.30358918448855704,0.614915812501553,0.394030773085291,0.0,0.0,0.0,0.0,0.0,0.0
DHPM1,"Dihydropyrimidinase (5,6-dihydrouracil)",56dura_c + h2o_c --> cala_c + h_c,0.0,0.0,24.1787217495227,27.610537045771398,16.4273928709069,29.245758105731,36.1263039844663,44.8632180212824,0.0,0.0,0.0,0.0,0.0,0.0
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,5fthf_c + atp_c --> adp_c + methf_c + pi_c,0.0,0.0,35.6146036580807,33.9462883002358,40.930822460471795,36.6330949282859,28.901043187573,28.651666214344697,0.0,0.0,0.0,0.0,0.0,0.0
FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,0.0,0.0,61.286991616068164,73.82817514412777,67.72858066329195,52.014946942372816,54.7787502970134,71.99505125372667,0.0,0.0,0.0,0.0,0.0,0.0
FUCpts,,fuc_e + pep_c --> fc1p_c + pyr_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FUMAC,Fumarylacetoacetase,4fumacac_c + h2o_c --> acac_c + fum_c + h_c,0.0,0.0,27.166054166452106,31.9455247461944,23.218605566142106,25.7038842866979,40.5844436251025,28.9331167665485,0.0,0.0,0.0,0.0,0.0,0.0
FUMt1pp,Fumarate transport via diffusion in (periplasm),fum_p <=> fum_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
G6PI2_2,,g6p_c <=> g6p_A_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
GALCTNt2pp,D-galactonate transport via proton symport (periplasm),galctn__D_p + h_p --> galctn__D_c + h_c,0.0,0.0,157.25504550992702,138.519530058133,149.865545017826,169.099175760127,138.6635157191,149.112502557562,0.0,0.0,0.0,0.0,0.0,0.0
GALKr,Galactokinase,atp_c + gal_c <=> adp_c + gal1p_c + h_c,0.0,0.0,281.69611150264393,234.82294912599235,340.84545878518435,256.93764647214925,228.54371031307718,236.8687847346999,0.0,0.0,0.0,0.0,0.0,0.0
GALM1,Aldose 1-epimerase (glucose),glc__bD_c <=> glc__D_c,0.0,0.0,77.81067404720909,73.4280224333195,95.62761660047458,105.041857833041,76.0958317970672,70.306347940504,-3.2207177620020597,-2.73437685718992,-1.83546289060412,0.0,-1.9984763906306953,0.0
GALMAN6abc,Galactomannan transport via ABC system,atp_c + galman6_e + h2o_c --> adp_c + galman6_c + h_c + pi_c,0.0,0.0,0.37341655211618,0.8669975400846079,0.9177314453020592,0.5059819741475959,0.717401781251812,0.788061546170581,0.0,0.0,0.0,0.0,0.0,0.0
FDMO3,FMNH2-dependent monooxygenase (ethanesulfonate),ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,15.03001622267628,12.33804191658862,15.326115136544406,11.53638901056519,13.374418921908788,16.04268147561542,0.0,0.0,0.0,0.0,0.0,0.0
GALMAN6,Hydrolysis of galactomannan,galman6_c + 5.0 h2o_c --> 2.0 gal_c + 4.0 man_c,0.0,0.0,17.8306403635476,13.605192167481501,21.474915820068198,29.852936474708198,21.317081500053803,12.834145180492301,0.0,0.0,0.0,0.0,0.0,0.0
GALMAN4abc,Galactomannan transport via ABC system,atp_c + galman4_e + h2o_c --> adp_c + galman4_c + h_c + pi_c,0.0,0.0,0.37341655211618,0.8669975400846079,0.9177314453020592,0.5059819741475959,0.717401781251812,0.788061546170581,0.0,0.0,0.0,0.0,0.0,0.0
GALMAN4,Hydrolysis of galactomannan,galman4_c + 3.0 h2o_c --> gal_c + 3.0 man_c,0.0,0.0,17.8306403635476,13.605192167481501,21.474915820068198,29.852936474708198,21.317081500053803,12.834145180492301,0.0,0.0,0.0,0.0,0.0,0.0
FDMO3_1,FMN dependent monooxygenase  hexanesulfonate ,fmnRD_c + hexs_c + o2_c --> fmn_c + h2o_c + h_c + hxal_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
GALM2,Aldose 1-epimerase (galactose),gal_bD_c --> gal_c,0.0,0.0,77.81067404720909,73.4280224333195,95.62761660047458,105.041857833041,76.0958317970672,70.306347940504,0.0,0.0,0.0,0.0,0.0,0.0
GALM,Aldose 1 epimerase,gal_c <=> a_gal__D_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,6.452598551057476e-13,0.0
FDMO7,FMNH2 dependent dimethylsulfone monooxygenase,dmso2_c + 2.0 fmnh2_c + 2.0 o2_c --> fald_c + 2.0 fmn_c + 2.0 h2o_c + 5.0 h_c + mso3_c,0.0,0.0,7.42165397330909,8.06974633463366,6.240573828054,7.89331879670249,9.787410015649721,7.4865846886205185,0.0,0.0,0.0,0.0,0.0,0.0
FDMO4,FMNH2-dependent monooxygenase (butanesulfonate),butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,15.03001622267628,12.33804191658862,15.326115136544406,11.53638901056519,13.374418921908788,16.04268147561542,0.0,0.0,0.0,0.0,0.0,0.0
FDMO4_1,FMN dependent monooxygenase  taurine ,fmnRD_c + o2_c + taur_c --> amacald_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
FDMO5,FMNH2 dependent monooxygenase  pentanesulfonate ,fmnh2_c + o2_c + pentso3_c --> fmn_c + h2o_c + h_c + ptal_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
FDMO5_1,FMN dependent monooxygenase  sulfoacetate ,fmnRD_c + o2_c + sula_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
FDMO6,FMNH2-dependent monooxygenase (sulfoacetate),fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,0.0,0.0,15.03001622267628,12.33804191658862,15.326115136544406,11.53638901056519,13.374418921908788,16.04268147561542,0.0,0.0,0.0,0.0,0.0,0.0
FEENTERR3,Fe-enterobactin reduction (Fe(III)-unloading),2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
GALK2,Galactokinase,a_gal__D_c + atp_c --> adp_c + gal1p_c + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,6.452598551057476e-13,0.0
FDMO2_1,FMN dependent monooxygenase  butanesulfonate ,buts_c + fmnRD_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
FDMO2,FMNH2-dependent monooxygenase (methanesulfonate),fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,15.03001622267628,12.33804191658862,15.326115136544406,11.53638901056519,13.374418921908788,16.04268147561542,0.0,0.0,0.0,0.0,0.0,0.0
FDMO1,FMN dependent monooxygenase  ethanesulfonate ,eths_c + fmnRD_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
GALS3,A-galactosidase (melibiose),h2o_c + melib_c --> gal_c + glc__D_c,0.0,0.0,27.446116580539304,25.0762365439856,23.402151855202497,22.769188836641803,25.980193078190602,26.4000617967145,0.0,0.0,0.0,0.0,0.0,0.0
FASm240,FASm240,3.0 h_c + mbhn_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + dmlgnc_c + h2o_c + 2.0 nadp_c,0.0,0.0,5.69460241977175,5.73552218825203,7.433624706946678,9.31006832431576,5.739214250014499,3.60256706820837,0.0,0.0,0.0,4.115320056400446,2.51214793389404e-16,0.0
FASm260,FASm260,dmlgnc_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tmhexc_c,0.0,0.0,5.69460241977175,5.73552218825203,7.433624706946678,9.31006832431576,5.739214250014499,3.60256706820837,0.0,0.0,0.0,4.115320056400446,2.51214793389404e-16,0.0
FASm280,FASm280,3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tmhexc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tamocta_c,0.0,0.0,5.69460241977175,5.73552218825203,7.433624706946678,9.31006832431576,5.739214250014499,3.60256706820837,0.0,0.0,0.0,4.115320056400446,2.51214793389404e-16,0.0
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,f1p_c <=> dhap_c + glyald_c,0.0,0.0,1.07357258733402,1.26715025089289,1.19305087889268,0.7083747638066341,1.79350445312953,0.619191214848314,0.0,0.0,0.0,0.0,0.0,0.0
FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",s17bp_c <=> dhap_c + e4p_c,0.0,0.0,1.07357258733402,1.26715025089289,1.19305087889268,0.7083747638066341,1.79350445312953,0.619191214848314,0.0,0.0,0.0,0.0,0.0,0.0
FBACS,Ferribactin synthase  P putida specific ,24dab_c + 3hasp__L_c + asp__L_c + gly_c + h_c + n5horn_c + orn_c + ser__L_c --> fbac_kt_c + 6.0 h2o_c,0.0,0.0,43.0362576313898,33.5461355894275,37.25989667926361,55.25323157691749,60.979151406404,48.5220751999315,0.0,0.0,0.0,0.0,0.0,0.0
FBACabcpp,Ferribactin  ABC system  cytoplasm to periplasm ,atp_c + fbac_kt_c + h2o_c --> adp_c + fbac_kt_p + h_c + pi_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DIPEPabc10,Dipeptide transport via ABC system  gly glu ,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,0.0,0.0,137.7440306618565,131.65024185592418,109.11826884641526,106.35741096582505,129.13232062532586,157.7248894549979,0.0,0.0,0.0,0.0,0.0,0.0
FBP,Fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,0.0,0.0,2608.641356014623,2129.8128032770783,2053.791201441477,2053.8820294599163,2528.5850639907617,2168.3513442883554,0.0,0.0,0.0,0.0,0.0,0.0
FCLPA,L-fuculose 1-phosphate aldolase,fc1p_c <=> dhap_c + lald__L_c,0.0,0.0,58.8597840273129,49.6856282586949,45.9783454096331,66.6884241926531,61.799039156406096,55.1643082319407,0.0,0.0,0.0,0.0,0.0,0.0
FCLT,Ferrochelatase,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,0.0,0.0,218.07526643584953,216.14915595493932,219.8884542943735,220.4057479386923,248.01604437562665,236.19330340941144,0.0,0.0,0.0,0.2945122741431234,0.0,0.0
FCLT2,FCLT2,fmcbtt_c + ppp9_c --> 2.0 h_c + mcbtt_c + pheme_c,0.0,0.0,150.860287054937,141.587367507663,152.802285642793,147.645540056268,189.59904218797905,142.920590409079,0.0,0.0,0.0,0.1472561370715617,0.0,0.0
FCOAH2,Formyl coa hydrolase,forcoa_c + h2o_c --> coa_c + for_c + h_c,0.0,0.0,1080.434116479153,983.04182621901,908.187038270918,808.2556055033699,926.2681855648401,934.078092653901,0.0,0.0,0.0,0.0,0.0,0.0
FCOAHA,Enoyl coa hydratasealdolase,ferulcoa_c + h2o_c --> accoa_c + vanln_c,0.0,0.0,3.68748845214728,4.66844829276328,4.22156464838947,1.61914231727231,4.81684053126217,4.27804839349744,0.0,0.0,0.0,0.0,0.0,0.0
FDMO,FMNH2-dependent monooxygenase,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,0.0,0.0,23.758628128392,21.54155426517908,23.310378710672314,21.04885012453999,24.75036145318752,25.66829036098466,0.0,0.0,0.0,0.0,0.0,0.0
FDMO6_1,FMN dependent monooxygenase  isethionate ,fmnRD_c + istnt_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
G6PDH2r,Glucose 6-phosphate dehydrogenase,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,0.0,0.0,3914.7591011789937,4071.020295526515,2869.1038174478294,2924.5758105730993,4407.972758933005,2957.2009520051065,-2.5007682489247234,33.8109330828632,-0.14275822482476444,196.5098213415472,56.067476611555364,86.25619465403632
FDMO_1,FmnRD dependent monooxygenase  methanesulfonate ,fmnRD_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,0.0,0.0,13.2096105311099,10.6040468364194,13.674198535000697,10.0184430881224,11.478428500028999,14.4102682728335,0.0,0.0,0.0,0.0,0.0,0.0
FEDHBZS3R1,Fe3dhbzs3 Fe III reduction and offloading,fadh2_c + 2.0 fe3dhbzs3_c --> 2.0 23dhbzs3_c + fad_c + 2.0 fe2_c + 4.0 h_c,0.0,0.0,2.33385345072613,1.46722660629703,2.47787490231556,2.32751708107894,1.33231759375337,1.46354287145965,-7.773797622584707e-17,0.0,0.0,0.0,0.0,0.0
FE3DCITtonex,Ferric-dicitrate transport via ton system (extracellular),fe3dcit_e + h_p --> fe3dcit_p + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
FE3DHBZS3R,"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH",2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c,0.0,0.0,50.41123453568439,35.280130669596794,37.8105355464448,38.5558264300468,37.9710514219709,14.973169377241001,0.0,0.0,0.0,0.0,0.0,0.0
FE3Gabcpp,Iron (III) transport via ABC system (GTP) (periplasm),fe3_p + gtp_c + h2o_c --> fe3_c + gdp_c + h_c + pi_c,0.0,0.0,449.03340391970704,347.732705692396,546.784395110967,409.238220690575,433.105703938594,353.276733126183,0.0,0.0,0.0,0.0,0.0,0.0
FE3PYOVDL2,Ferripyoverdine complex formation  P putida KT2440 specific ,fe3_e + pyovd_kt_e <=> fe3pyovd_kt_e,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
FE3abc,Iron (III) transport via ABC system,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c,0.0,0.0,16.05691174099576,17.33995080169216,19.45590664040365,164.64653438762775,355.4213396258974,130.70563644343488,0.0,0.0,0.0,0.0,0.0,0.0
