name,genes,reaction_id,reaction
L Alaninylglutamate  LalaLglu  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),ALAGLUabcpp,LalaLglu_p + atp_c + h2o_c --> LalaLglu_c + adp_c + h_c + pi_c
L Glycinylglutamate  Gly Glu  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),GLYGLUabcpp,atp_c + glyglu_p + h2o_c --> adp_c + glyglu_c + h_c + pi_c
L Glycinylmethionine  Gly Met  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),GLYMETabcpp,atp_c + glymet_p + h2o_c --> adp_c + glymet_c + h_c + pi_c
L Alaninyltryptophan  Ala Trp  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),ALATRPabcpp,alatrp_p + atp_c + h2o_c --> adp_c + alatrp_c + h_c + pi_c
Carnosine transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),CARNabcpp,atp_c + carn_p + h2o_c --> adp_c + carn_c + h_c + pi_c
L Glycinilphenylalanin  Gly Phe  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),GLYPHEabcpp,atp_c + glyphe_p + h2o_c --> adp_c + glyphe_c + h_c + pi_c
L Glycinylglutamine  Gly Gln  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),GLYGLNabcpp,atp_c + glygln_p + h2o_c --> adp_c + glygln_c + h_c + pi_c
L Alaninylleucine  Ala Leu  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),ALALEUabcpp,alaleu_p + atp_c + h2o_c --> adp_c + alaleu_c + h_c + pi_c
L leucylleucine  leuleu  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),LEULEUabcpp,atp_c + h2o_c + leuleu_p --> adp_c + h_c + leuleu_c + pi_c
L Alaninylhistidine  Ala His  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),ALAHISabcpp,alahis_p + atp_c + h2o_c --> adp_c + alahis_c + h_c + pi_c
L Histidinylglycine  His Gly  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),HISGLYabcpp,atp_c + h2o_c + hisgly_p --> adp_c + h_c + hisgly_c + pi_c
L Alaninylthreonine  Ala thr  transport via ABC system  periplasm ,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),ALATHRabcpp,alathr_p + atp_c + h2o_c --> adp_c + alathr_c + h_c + pi_c
D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_025431615_1 ) or ( WP_005252471_1 and WP_025432082_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005243362_1 and WP_005245505_1 and WP_005252471_1 and WP_025432082_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005243362_1 and WP_005245505_1 and WP_005252471_1 and WP_025432082_1 and WP_050983264_1 ),ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_025431615_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c
L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_025431615_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ),PROGLYabcpp,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
D-xylose transport via ABC system,( WP_005237762_1 and WP_005237763_1 ) or ( WP_005248139_1 and WP_005248814_1 and WP_025433222_1 ),XYLabc,atp_c + h2o_c + xyl__D_e --> adp_c + h_c + pi_c + xyl__D_c
R_EX_bzalc_e,,EX_bzalc_e,bzalc_e --> 
R_EX_gly_e,,EX_gly_e,gly_e --> 
R_EX_gly_gln_e,,EX_gly_gln_e,gly_gln_e --> 
R_EX_stfrnB_e,,EX_stfrnB_e,stfrnB_e --> 
R_EX_gly_cys_e,,EX_gly_cys_e,gly_cys_e --> 
R_EX_stfrnA_e,,EX_stfrnA_e,stfrnA_e --> 
R_EX_chsterol_e,,EX_chsterol_e,chsterol_e --> 
R_EX_glcn_e,,EX_glcn_e,glcn_e --> 
R_EX_gly_asp__L_e,,EX_gly_asp__L_e,gly_asp__L_e --> 
R_EX_succ_e,,EX_succ_e,succ_e --> 
R_EX_ala_L_asp__L_e,,EX_ala_L_asp__L_e,ala_L_asp__L_e --> 
R_EX_ala_B_e,,EX_ala_B_e,ala_B_e --> 
R_EX_glcman4_e,,EX_glcman4_e,glcman4_e --> 
R_EX_akg_e,,EX_akg_e,akg_e --> 
R_EX_cobalt2_e,,EX_cobalt2_e,cobalt2_e <=> 
Tartrate/succinate antiporter,,TARTRt7,succ_c + tartr__L_e <=> succ_e + tartr__L_c
R_EX_agm_e,,EX_agm_e,agm_e --> 
R_EX_adn_e,,EX_adn_e,adn_e --> 
R_EX_glucan6_e,,EX_glucan6_e,glucan6_e --> 
R_EX_spmd_e,,EX_spmd_e,spmd_e --> 
R_EX_chols_e,,EX_chols_e,chols_e --> 
R_EX_ad_e,,EX_ad_e,ad_e --> 
R_EX_glutar_e,,EX_glutar_e,glutar_e --> 
R_EX_sucr_e,,EX_sucr_e,sucr_e --> 
R_EX_gly_asn__L_e,,EX_gly_asn__L_e,gly_asn__L_e --> 
R_EX_gly_glu__L_e,,EX_gly_glu__L_e,gly_glu__L_e --> 
R_EX_ser__L_e,,EX_ser__L_e,ser__L_e --> 
R_EX_gly_leu_e,,EX_gly_leu_e,gly_leu_e --> 
R_EX_so4_e,,EX_so4_e,so4_e <=> 
R_EX_rib__D_e,,EX_rib__D_e,rib__D_e --> 
R_EX_raffin_e,,EX_raffin_e,raffin_e --> 
R_EX_pyr_e,,EX_pyr_e,pyr_e --> 
R_EX_pyovd_kt_e,,EX_pyovd_kt_e,pyovd_kt_e --> 
R_EX_pydxn_e,,EX_pydxn_e,pydxn_e --> 
Trinitrotoluene transport via diffusion  extracellular to periplasm  irreversible,,TNTtex,tnt_e --> tnt_p
R_EX_gly_phe_e,,EX_gly_phe_e,gly_phe_e --> 
R_EX_glcman6_e,,EX_glcman6_e,glcman6_e --> 
R_EX_acnam_e,,EX_acnam_e,acnam_e --> 
R_EX_cit_e,,EX_cit_e,cit_e --> 
Trinitrotoluene transport via diffusion  periplasm to cytosol  irreversible,,TNTtpp,tnt_p --> tnt_c
R_EX_cl_e,,EX_cl_e,cl_e <=> 
R_EX_fum_e,,EX_fum_e,fum_e --> 
R_EX_feoxam_un_e,,EX_feoxam_un_e,feoxam_un_e --> 
R_EX_gly_pro__L_e,,EX_gly_pro__L_e,gly_pro__L_e --> 
R_EX_gly_tyr_e,,EX_gly_tyr_e,gly_tyr_e --> 
R_EX_glyb_e,,EX_glyb_e,glyb_e --> 
R_EX_cmcbtt_e,,EX_cmcbtt_e,cmcbtt_e --> 
,,TPHAP,h2o_c + p1p3b5adtp_c --> adp_c + amp_c + 5.0 h_c
Phenol biomass reaction,,Growth_Phenol,0.000216 10fthf_c + 0.295287388411761 ala__L_c + 0.000216 amet_c + 0.170032000838564 arg__L_c + 0.138567465697142 asn__L_c + 0.138567465697142 asp__L_c + 52.547151 atp_c + 0.005053 ca2_c + 0.005053 cl_c + 0.000559 coa_c + 9.7e-05 cobalt2_c + 0.129616 ctp_c + 0.000688 cu2_c + 0.0526437832174587 cys__L_c + 0.025403 datp_c + 0.026229 dctp_c + 0.026229 dgtp_c + 0.025403 dttp_c + 0.000216 fad_c + 0.006519 fe2_c + 0.00758 fe3_c + 0.151273830352209 gln__L_c + 0.151273830352209 glu__L_c + 0.35216642914915 gly_c + 0.000780164434642303 gtca1_45_BS_c + 0.000780164434642303 gtca2_45_BS_c + 0.000780164434642303 gtca3_45_BS_c + 0.208826 gtp_c + 47.184845 h2o_c + 0.0544585552429843 his__L_c + 0.167006393970559 ile__L_c + 0.189503 k_c + 0.258981882281531 leu__L_c + 3.93697809448742e-05 lipo1_24_BS_c + 3.93697809448742e-05 lipo2_24_BS_c + 3.93697809448742e-05 lipo3_24_BS_c + 3.93697809448742e-05 lipo4_24_BS_c + 0.197261278460057 lys__L_c + 0.088344167974088 met__L_c + 0.008422 mg2_c + 0.000216 mlthf_c + 0.000671 mn2_c + 9.7e-05 mql8_c + 0.001778 nad_c + 0.000434 nadp_c + 0.17366804881273 peptido_BS_c + 0.106497217086842 phe__L_c + 0.127070159598723 pro__L_c + 0.000216 pydx5p_c + 0.000216 ribflv_c + 0.124045144825995 ser__L_c + 0.004212 so4_c + 0.000216 thf_c + 0.000216 thmpp_c + 0.145828330085078 thr__L_c + 0.0326753699839016 trp__L_c + 0.0792673473700723 tyr__L_c + 0.139904 utp_c + 0.243248726567904 val__L_c + 0.000331 zn2_c --> 52.37741576 adp_c + 52.37741576 h_c + 52.37320421 pi_c + 0.751344563 ppi_c
R_EX_ribflv_e,,EX_ribflv_e,ribflv_e --> 
R_EX_rmn_e,,EX_rmn_e,rmn_e --> 
R_EX_skm_e,,EX_skm_e,skm_e --> 
R_EX_creat_e,,EX_creat_e,creat_e --> 
R_EX_gly_met_e,,EX_gly_met_e,gly_met_e --> 
R_EX_acysbmn_e,,EX_acysbmn_e,acysbmn_e --> 
triacylglycerol production,,tag_production,12dgr160_c + pmtcoa_c <=> coa_c + tag_c
R_EX_actn__R_e,,EX_actn__R_e,actn__R_e --> 
R_EX_so3_e,,EX_so3_e,so3_e --> 
R_EX_slnt_e,,EX_slnt_e,slnt_e --> 
R_EX_acon_C_e,,EX_acon_C_e,acon_C_e --> 
R_EX_serglugly_e,,EX_serglugly_e,serglugly_e --> 
R_EX_s_e,,EX_s_e,s_e --> 
triacylglycerol transport,,EX_tag,tag_c <=> 
R_EX_ser__D_e,,EX_ser__D_e,ser__D_e --> 
R_EX_sel_e,,EX_sel_e,sel_e --> 
R_EX_sbt__D_e,,EX_sbt__D_e,sbt__D_e --> 
R_EX_fer_e,,EX_fer_e,fer_e --> 
R_EX_salchs4fe_e,,EX_salchs4fe_e,salchs4fe_e --> 
R_EX_salchs4_e,,EX_salchs4_e,salchs4_e --> 
R_EX_salc_e,,EX_salc_e,salc_e --> 
Guaicaol O-demethylase,,GUADEM,guaiacol_c + nadph_c + o2_c --> catechol_c + fald_c + h2o_c + nadp_c
Guaiacol exchange,,EX_guaiacol_e,guaiacol_e --> 
Guaiacol transport,,guaiacol_transport,guaiacol_e <=> guaiacol_c
Glycerol teichoic acid  n45   unlinked  unsubstituted,,TECA1S45,45.0 cdpglyc_c + uacgam_c + uacmam_c --> 45.0 cmp_c + gtca1_45_BS_c + 46.0 h_c + udp_c + ump_c
R_EX_but_e,,EX_but_e,but_e --> 
R_EX_btn_e,,EX_btn_e,btn_e --> 
Biomass reaction,,Growth,0.000223 10fthf_c + 0.513689 ala__L_c + 0.000223 amet_c + 0.295792 arg__L_c + 0.241055 asn__L_c + 0.241055 asp__L_c + 54.124831 atp_c + 0.005205 ca2_c + 0.005205 cl_c + 0.000576 coa_c + 0.0001 cobalt2_c + 0.133508 ctp_c + 0.000709 cu2_c + 0.09158 cys__L_c + 0.026166 datp_c + 0.027017 dctp_c + 0.027017 dgtp_c + 0.026166 dttp_c + 0.000223 fad_c + 0.006715 fe2_c + 0.007808 fe3_c + 0.26316 gln__L_c + 0.26316 glu__L_c + 0.612638 gly_c + 0.001 gtca1_45_BS_c + 0.001 gtca2_45_BS_c + 0.001 gtca3_45_BS_c + 0.215096 gtp_c + 48.601527 h2o_c + 0.094738 his__L_c + 0.290529 ile__L_c + 0.195193 k_c + 0.450531 leu__L_c + 5e-05 lipo1_24_BS_c + 5e-05 lipo2_24_BS_c + 5e-05 lipo3_24_BS_c + 5e-05 lipo4_24_BS_c + 0.343161 lys__L_c + 0.153686 met__L_c + 0.008675 mg2_c + 0.000223 mlthf_c + 0.000691 mn2_c + 0.0001 mql8_c + 0.001831 nad_c + 0.000447 nadp_c + 0.01 peptido_BS_c + 0.185265 phe__L_c + 0.221055 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.215792 ser__L_c + 0.004338 so4_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.253687 thr__L_c + 0.056843 trp__L_c + 0.137896 tyr__L_c + 0.144104 utp_c + 0.423162 val__L_c + 0.000341 zn2_c --> 53.95 adp_c + 53.95 h_c + 53.945662 pi_c + 0.773903 ppi_c
"5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase",,THFOR2,fol_c + 2.0 h_c + 2.0 nadph_c --> 2.0 nadp_c + thf_c
R_EX_bmn_e,,EX_bmn_e,bmn_e --> 
R_EX_cellb_e,,EX_cellb_e,cellb_e --> 
Glycerol teichoic acid  n45   unlinked  D ala substituted,,TECA2S45,45.0 ala__D_c + 45.0 atp_c + 45.0 cdpglyc_c + 45.0 h2o_c + uacgam_c + uacmam_c --> 45.0 amp_c + 45.0 cmp_c + gtca2_45_BS_c + 91.0 h_c + 45.0 ppi_c + udp_c + ump_c
R_EX_trp__L_e,,EX_trp__L_e,trp__L_e --> 
R_ATPM,,ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c
Phenol exchange,,EX_phenol_e,phenol_e --> 
R_EX_tsul_e,,EX_tsul_e,tsul_e --> 
Thiamine transprot (passive - red blood cell),,THMtrbc,thm_e <=> thm_c
R_EX_tre_e,,EX_tre_e,tre_e --> 
R_EX_co2_e,,EX_co2_e,co2_e --> 
Phenol transport,,phenol_transport,phenol_e --> phenol_c
Phenol monooxygenase,,PHEMOX,h_c + nadh_c + o2_c + phenol_c --> catechol_c + h2o_c + nad_c
R_EX_co_e,,EX_co_e,co_e --> 
R_EX_glcr_e,,EX_glcr_e,glcr_e --> 
L threonine phosphate decarboxylase,,THRPDC,h_c + thrp_c --> applp_c + co2_c
R_EX_tol_e,,EX_tol_e,tol_e --> 
R_EX_fru_e,,EX_fru_e,fru_e --> 
Glycerol teichoic acid  n45   unlinked  glucose substituted,,TECA3S45,45.0 cdpglyc_c + h2o_c + uacgam_c + uacmam_c + 45.0 udpg_c --> 45.0 cmp_c + gtca3_45_BS_c + 91.0 h_c + 46.0 udp_c + ump_c
R_EX_asp__L_e,,EX_asp__L_e,asp__L_e --> 
R_EX_xylan4_e,,EX_xylan4_e,xylan4_e --> 
R_EX_xyl3_e,,EX_xyl3_e,xyl3_e --> 
R_EX_xtsn_e,,EX_xtsn_e,xtsn_e --> 
Tetrathionate transport via diffusion extracellular to periplasm ,,TETtex,tet_e <=> tet_p
R_EX_xyl__D_e,,EX_xyl__D_e,xyl__D_e --> 
R_EX_xan_e,,EX_xan_e,xan_e --> 
R_EX_vanlt_e,,EX_vanlt_e,vanlt_e --> 
R_EX_vanln_e,,EX_vanln_e,vanln_e --> 
R_EX_ca2_e,,EX_ca2_e,ca2_e <=> 
R_EX_val__L_e,,EX_val__L_e,val__L_e --> 
R_EX_val__D_e,,EX_val__D_e,val__D_e --> 
R_EX_tton_e,,EX_tton_e,tton_e --> 
R_EX_ura_e,,EX_ura_e,ura_e --> 
R_EX_carn_e,,EX_carn_e,carn_e --> 
R_EX_xylb_e,,EX_xylb_e,xylb_e --> 
R_EX_bz_e,,EX_bz_e,bz_e --> 
R_EX_tyr__L_e,,EX_tyr__L_e,tyr__L_e --> 
R_EX_zn2_e,,EX_zn2_e,zn2_e <=> 
R_EX_butso3_e,,EX_butso3_e,butso3_e --> 
R_EX_fuc_e,,EX_fuc_e,fuc_e --> 
R_EX_buts_e,,EX_buts_e,buts_e --> 
R_EX_tnt_e,,EX_tnt_e,tnt_e --> 
R_EX_thym_e,,EX_thym_e,thym_e --> 
R_EX_ala_L_glu__L_e,,EX_ala_L_glu__L_e,ala_L_glu__L_e --> 
R_EX_tag180_e,,EX_tag180_e,tag180_e --> 
R_EX_alltn_e,,EX_alltn_e,alltn_e --> 
R_EX_algac_MG_41_e,,EX_algac_MG_41_e,algac_MG_41_e --> 
R_EX_alatrp_e,,EX_alatrp_e,alatrp_e --> 
R_EX_alathr_e,,EX_alathr_e,alathr_e --> 
R_EX_tag181d9_e,,EX_tag181d9_e,tag181d9_e --> 
Thymine transport via diffusion (extracellular to periplasm),,THYMtex,thym_e <=> thym_p
R_EX_alaleu_e,,EX_alaleu_e,alaleu_e --> 
R_EX_alahis_e,,EX_alahis_e,alahis_e --> 
R_EX_alagly_e,,EX_alagly_e,alagly_e --> 
R_EX_fol_e,,EX_fol_e,fol_e --> 
R_EX_anhgm_e,,EX_anhgm_e,anhgm_e --> 
R_EX_ala_leu_e,,EX_ala_leu_e,ala_leu_e --> 
R_EX_ala_his_e,,EX_ala_his_e,ala_his_e --> 
R_EX_ala_gln_e,,EX_ala_gln_e,ala_gln_e --> 
R_EX_ala__L_e,,EX_ala__L_e,ala__L_e --> 
R_EX_ala__D_e,,EX_ala__D_e,ala__D_e --> 
R_EX_tag160_e,,EX_tag160_e,tag160_e --> 
R_EX_sulfac_e,,EX_sulfac_e,sulfac_e --> 
R_EX_sula_e,,EX_sula_e,sula_e --> 
R_EX_ala_L_thr__L_e,,EX_ala_L_thr__L_e,ala_L_thr__L_e --> 
R_EX_tag182d9d12_e,,EX_tag182d9d12_e,tag182d9d12_e --> 
R_EX_arab__L_e,,EX_arab__L_e,arab__L_e --> 
R_EX_aso4_e,,EX_aso4_e,aso4_e --> 
R_EX_tcynt_e,,EX_tcynt_e,tcynt_e --> 
R_EX_cgly_e,,EX_cgly_e,cgly_e --> 
R_EX_aso3_e,,EX_aso3_e,aso3_e --> 
R_EX_thr__L_e,,EX_thr__L_e,thr__L_e --> 
R_EX_glcur_e,,EX_glcur_e,glcur_e --> 
R_EX_chol_e,,EX_chol_e,chol_e --> 
Thiocyanate transport via diffusion (extracellular to periplasm),,TCYNTtex,tcynt_e <=> tcynt_p
R_EX_gln__L_e,,EX_gln__L_e,gln__L_e --> 
R_EX_thm_e,,EX_thm_e,thm_e --> 
R_EX_tet_e,,EX_tet_e,tet_e --> 
R_EX_taur_e,,EX_taur_e,taur_e --> 
R_EX_tartr__D_e,,EX_tartr__D_e,tartr__D_e --> 
R_EX_acmana_e,,EX_acmana_e,acmana_e --> 
R_EX_asn__L_e,,EX_asn__L_e,asn__L_e --> 
R_EX_glu__L_e,,EX_glu__L_e,glu__L_e --> 
R_EX_tartr__L_e,,EX_tartr__L_e,tartr__L_e --> 
R_EX_glucan4_e,,EX_glucan4_e,glucan4_e --> 
R_EX_ascb__L_e,,EX_ascb__L_e,ascb__L_e --> 
R_EX_arg__L_e,,EX_arg__L_e,arg__L_e --> 
R_EX_arbt_e,,EX_arbt_e,arbt_e --> 
R_EX_arbt6p_e,,EX_arbt6p_e,arbt6p_e --> 
R_EX_eths_e,,EX_eths_e,eths_e --> 
R_EX_4hphac_e,,EX_4hphac_e,4hphac_e --> 
R_EX_crn_e,,EX_crn_e,crn_e --> 
R_EX_indole_e,,EX_indole_e,indole_e --> 
R_EX_dag181d9_e,,EX_dag181d9_e,dag181d9_e --> 
R_EX_dag182d9d12_e,,EX_dag182d9d12_e,dag182d9d12_e --> 
R_EX_inost_e,,EX_inost_e,inost_e --> 
D-xylose transport via diffusion (extracellular to periplasm),,XYLtex,xyl__D_e <=> xyl__D_p
R_EX_ins_e,,EX_ins_e,ins_e --> 
R_EX_ocdcea_e,,EX_ocdcea_e,ocdcea_e --> 
R_EX_ocdca_e,,EX_ocdca_e,ocdca_e --> 
R_EX_oaa_e,,EX_oaa_e,oaa_e --> 
R_EX_isetac_e,,EX_isetac_e,isetac_e --> 
R_EX_o2_e,,EX_o2_e,o2_e <=> 
R_EX_isocap_e,,EX_isocap_e,isocap_e --> 
R_EX_istfrnA_e,,EX_istfrnA_e,istfrnA_e --> 
R_EX_dca_e,,EX_dca_e,dca_e --> 
R_EX_ga_e,,EX_ga_e,ga_e --> 
R_EX_no_e,,EX_no_e,no_e --> 
R_EX_gal_bD_e,,EX_gal_bD_e,gal_bD_e --> 
R_EX_istfrnB_e,,EX_istfrnB_e,istfrnB_e --> 
R_EX_no3_e,,EX_no3_e,no3_e --> 
R_EX_no2_e,,EX_no2_e,no2_e --> 
R_EX_istnt_e,,EX_istnt_e,istnt_e --> 
R_EX_gal_e,,EX_gal_e,gal_e --> 
R_EX_k_e,,EX_k_e,k_e <=> 
L-valine transport via diffusion (extracellular to periplasm),,VALtex,val__L_e <=> val__L_p
R_EX_dad_2_e,,EX_dad_2_e,dad_2_e --> 
R_EX_cys__L_e,,EX_cys__L_e,cys__L_e --> 
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,,UM4PL,LalaDgluMdapDala_c + atp_c + uamr_c --> adp_c + h_c + pi_c + um4p_c
R_EX_ind3ac_e,,EX_ind3ac_e,ind3ac_e --> 
R_sink_hemeO_c,,sink_hemeO_c,hemeO_c --> 
2 keto 4 methylthiobutyrate transamination,,UNK5,2kmb_c + asp__L_c --> met__L_c + oaa_c
R_EX_p_xyl_e,,EX_p_xyl_e,p_xyl_e --> 
R_sink_amob_c,,sink_amob_c,amob_c --> 
R_sink_2ohph_c,,sink_2ohph_c,2ohph_c --> 
R_EX_oxa_e,,EX_oxa_e,oxa_e --> 
R_EX_orot_e,,EX_orot_e,orot_e --> 
R_EX_orn_e,,EX_orn_e,orn_e --> 
Major Facilitator(MFS) TCDB:2.A.1.44.1,,r2535,hom__L_e <=> hom__L_c
R_EX_orn__D_e,,EX_orn__D_e,orn__D_e --> 
R_EX_hishis_e,,EX_hishis_e,hishis_e --> 
Uracil transport via diffusion (extracellular to periplasm),,URAtex,ura_e <=> ura_p
R_EX_hom__L_e,,EX_hom__L_e,hom__L_e --> 
R_EX_hpta_e,,EX_hpta_e,hpta_e --> 
Urea transport via facilitate diffusion (periplasm),,UREAtpp,urea_p <=> urea_c
R_EX_hxa_e,,EX_hxa_e,hxa_e --> 
R_EX_octa_e,,EX_octa_e,octa_e --> 
Urate oxidase,,URO_c,h2o_c + o2_c + urate_c --> 5hiu_c + h2o2_c + h_c
R_EX_hxan_e,,EX_hxan_e,hxan_e --> 
R_EX_glc__aD_e,,EX_glc__aD_e,glc__aD_e --> 
R_EX_cyan_e,,EX_cyan_e,cyan_e --> 
R_EX_icit_e,,EX_icit_e,icit_e --> 
R_EX_ile__L_e,,EX_ile__L_e,ile__L_e --> 
R_EX_lac__D_e,,EX_lac__D_e,lac__D_e --> 
R_EX_dmso2_e,,EX_dmso2_e,dmso2_e --> 
R_EX_nh4_e,,EX_nh4_e,nh4_e <=> 
R_EX_lac__L_e,,EX_lac__L_e,lac__L_e --> 
R_EX_man_e,,EX_man_e,man_e --> 
R_EX_manttr_e,,EX_manttr_e,manttr_e --> 
R_EX_mso3_e,,EX_mso3_e,mso3_e --> 
R_EX_galctn__D_e,,EX_galctn__D_e,galctn__D_e --> 
R_EX_galt_e,,EX_galt_e,galt_e --> 
R_EX_melib_e,,EX_melib_e,melib_e --> 
R_EX_enter_e,,EX_enter_e,enter_e --> 
R_EX_meoh_e,,EX_meoh_e,meoh_e --> 
R_EX_met_L_ala__L_e,,EX_met_L_ala__L_e,met_L_ala__L_e --> 
R_EX_galman4_e,,EX_galman4_e,galman4_e --> 
R_EX_mobd_e,,EX_mobd_e,mobd_e <=> 
R_EX_mnl_e,,EX_mnl_e,mnl_e --> 
R_EX_mn2_e,,EX_mn2_e,mn2_e <=> 
R_EX_mg2_e,,EX_mg2_e,mg2_e <=> 
R_EX_metsox_S__L_e,,EX_metsox_S__L_e,metsox_S__L_e --> 
Xanthine reversible transport (periplasm),,XANtpp,xan_p <=> xan_c
R_EX_metsox_R__L_e,,EX_metsox_R__L_e,metsox_R__L_e --> 
R_EX_metox_e,,EX_metox_e,metox_e --> 
R_EX_metox__R_e,,EX_metox__R_e,metox__R_e --> 
R_EX_galman6_e,,EX_galman6_e,galman6_e --> 
L-xylulose 5-phosphate 3-epimerase,,X5PL3E,xu5p__L_c --> ru5p__L_c
R_EX_etha_e,,EX_etha_e,etha_e --> 
R_EX_met__L_e,,EX_met__L_e,met__L_e --> 
R_EX_n2o_e,,EX_n2o_e,n2o_e --> 
R_EX_malttr_e,,EX_malttr_e,malttr_e --> 
R_EX_malthx_e,,EX_malthx_e,malthx_e --> 
R_EX_ethso3_e,,EX_ethso3_e,ethso3_e --> 
R_EX_lcts_e,,EX_lcts_e,lcts_e --> 
R_EX_leu__L_e,,EX_leu__L_e,leu__L_e --> 
R_EX_gam_e,,EX_gam_e,gam_e --> 
Vanillin transport via diffusion  extracellular to periplasm ,,VANLNtex,vanln_e <=> vanln_p
R_EX_leuleu_e,,EX_leuleu_e,leuleu_e --> 
R_EX_lmn2_e,,EX_lmn2_e,lmn2_e --> 
Vanillate transport via diffusion  extracellular to periplasm ,,VANLTtex,vanlt_e <=> vanlt_p
R_EX_lnlc_e,,EX_lnlc_e,lnlc_e --> 
R_EX_lys__L_e,,EX_lys__L_e,lys__L_e --> 
