,reaction_id,reaction_name,reaction_reaction,old_flux,new_flux
1027,GLYabcpp,GLYabcpp,atp_c + gly_p + h2o_c --> adp_c + gly_c + h_c + pi_c,0.0,0.0
1028,GLYALDDr,GLYALDDr,glyald_c + h2o_c + nad_c --> glyc__R_c + 2.0 h_c + nadh_c,0.0,0.0
1029,GLYALDt,Glyceraldehyde facilitated diffusion,glyald_e <=> glyald_c,0.0,no rxn
1031,GLYBabc,Glycine betaine transport via ABC system,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,0.0,0.0
1077,GTHRDabcpp,Reduced glutathione via ABC system (periplasm),atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c,0.0,0.0
1032,GLYBabcpp,Glycine betaine transport via ABC system (periplasm),atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c,0.0,0.0
1033,GLYBt2pp,Glycine betaine transport via proton symport (periplasm),glyb_p + h_p --> glyb_c + h_c,0.0,0.0
1034,GLYBt2r,"Glycine betaine transport via proton symport, reversible",glyb_e + h_e <=> glyb_c + h_c,0.0,0.0
1035,GLYBtex,Glycine betaine transport via diffusion (extracellular to periplasm),glyb_e <=> glyb_p,0.0,no rxn
1036,GLYC3Pabc,Sn-Glycerol 3-phosphate transport via ABC system,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,0.0,0.0
1037,GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,0.0,0.0
1023,GLUTRS,Glutamyl-tRNA synthetase,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,0.0,0.0
1022,GLUTRR,Glutamyl-tRNA reductase,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,0.0,0.0
1021,GLUTCOADHc,GLUTCOADHc,fad_c + glutcoa_c + h_c --> b2coa_c + co2_c + fadh2_c,0.0,0.0
1020,GLUt4,Na+/glutamate symport,glu__L_e + na1_e --> glu__L_c + na1_c,0.0,0.0
1019,GLUt2rpp,"L-glutamate transport via proton symport, reversible (periplasm)",glu__L_p + h_p <=> glu__L_c + h_c,0.0,0.0
1018,GLUt2r,L glutamate transport via proton symport  reversible,glu__L_e + h_e <=> glu__L_c + h_c,0.0,0.0
1017,GLUSy,Glutamate synthase (NADPH),akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,0.0,0.0
1016,GLUSx,Glutamate synthase  NADH2 ,akg_c + gln__L_c + h_c + nadh_c --> 2.0 glu__L_c + nad_c,0.0,0.0
1013,GLUNpp,Glutaminase,gln__L_p + h2o_p --> glu__L_p + nh4_p,0.0,0.0
1012,GLUN,Glutaminase,gln__L_c + h2o_c --> glu__L_c + nh4_c,0.0,0.0
1011,GLUDy,Glutamate dehydrogenase (NADP),glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c,0.0,0.0
1010,GLUDxi,Glutamate dehydrogenase  NAD ,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c,0.0,0.0
1009,GLUDC,Glutamate Decarboxylase,glu__L_c + h_c --> 4abut_c + co2_c,0.0,0.0
1008,GLUCYS,Gamma-glutamylcysteine synthetase,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,0.0,0.0
1007,GLUCANabc,Glucan transport via ATP transporter,atp_c + glucan4_e + h2o_c --> adp_c + glucan4_c + h_c + pi_c,0.0,0.0
1006,GLUCAN2abc,Glucan transport via ATP transporter,atp_c + glucan6_e + h2o_c --> adp_c + glucan6_c + h_c + pi_c,0.0,0.0
1005,GLUABUTt7pp,4-aminobutyrate/glutamate antiport (periplasm),4abut_c + glu__L_p <=> 4abut_p + glu__L_c,0.0,0.0
1038,GLYCAt2rpp,"D-glycerate transport via proton symport, reversible (periplasm)",glyc__R_p + h_p <=> glyc__R_c + h_c,0.0,0.0
1039,GLYCK,Glycerate kinase,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,0.0,0.0
1040,GLYCK2,Glycerate kinase,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,0.0,0.0
1059,GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,0.0,no rxn
1075,GTHPi,Glutathione peridoxase,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,0.0,0.0
1074,GTHOr,Glutathione oxidoreductase,gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c,0.0,0.0
1073,GSNt2pp,Guanosine transport in via proton symport (periplasm),gsn_p + h_p --> gsn_c + h_c,0.0,no rxn
1072,GSNt2,Guanosine transport in via proton symport,gsn_e + h_e --> gsn_c + h_c,0.0,0.0
1071,GRXR,Glutaredoxin reductase,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,0.0,0.06119986473228075
1069,GPDDA4,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,0.0,0.0
1068,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,0.0,0.0
1067,GNNUC,Gnnuc,gsn_c + h2o_c --> gua_c + rib__D_c,0.0,0.0
1066,GNK,Gluconokinase,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,0.0,0.0
1065,GND,Phosphogluconate dehydrogenase,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,0.0,0.0
1064,GMPtex,GMP transport via diffusion (extracellular to periplasm),gmp_e <=> gmp_p,0.0,no rxn
1063,GMPS2,GMP synthase,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,0.0,0.0
1061,GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c,0.0,no rxn
1060,GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,0.0,no rxn
1058,GM2LIPAabctex,G. metallireducens core lipid A transport via ABC system (periplasm to extracellular),atp_c + gm2lipa_p + h2o_c --> adp_c + gm2lipa_e + h_c + pi_c,0.0,no rxn
1042,GLYCL_2,GLYCL 2,co2_c + mlthf_c + nadh_c + nh4_c --> gly_c + nad_c + thf_c,0.0,0.0
1057,GM2LIPAabcpp,Geobacter metallireucens modelified lipid A transport via ABC system (periplasm),atp_c + h2o_c + hghhlipan_c --> adp_c + h_c + hghhlipan_p + pi_c,0.0,no rxn
1056,GLYtex,Glycine transport via diffusion (extracellular to periplasm),gly_e <=> gly_p,0.0,no rxn
1055,GLYt2r,Glycine reversible transport via proton symport,gly_e + h_e <=> gly_c + h_c,0.0,0.0
1054,GLYt2pp,Glycine transport in via proton symport (periplasm),gly_p + h_p --> gly_c + h_c,0.0,0.0
1053,GLYOX,Hydroxyacylglutathione hydrolase,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c,0.0,0.0
1052,GLYO1,Glycine oxidase,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,0.0,0.0
1051,GLYK,Glycerol kinase,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,0.0,0.0
1050,GLYCTO4,Glycolate oxidase,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c,0.0,0.0
1049,GLYCTO3,Glycolate oxidase,glyclt_c + mqn8_c --> glx_c + mql8_c,0.0,0.0
1047,GLYCTO1,GLYCTO1,glyclt_c + o2_c --> glx_c + h2o2_c,0.0,0.0020815133302637336
1046,GLYCt,Glycerol transport via channel,glyc_c <=> glyc_e,0.0,no rxn
1045,GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),glyclt_p + na1_p --> glyclt_c + na1_c,0.0,0.0
1044,GLYCLTt2rpp,"Glycolate transport via proton symport, reversible (periplasm)",glyclt_p + h_p <=> glyclt_c + h_c,0.0,no rxn
1043,GLYCLTDx,Glycolate dehydrogenase (NAD),glx_c + h_c + nadh_c --> glyclt_c + nad_c,0.0,0.0
1004,GLUABUTt7,4-aminobutyrate/glutamate antiport,4abut_c + glu__L_e <=> 4abut_e + glu__L_c,0.0,0.0
1003,GLUabcpp,L-glutamate transport via ABC system (periplasm),atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c,0.0,0.0
1002,GLUabc,L-glutamate transport via ABC system,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c,0.0,0.0
945,GALURt2rpp,"D-galacturonate transport via proton symport, reversible (periplasm)",galur_p + h_p <=> galur_c + h_c,0.0,no rxn
963,GGPTRCO,Gamma glutamyl putrescine oxidase,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c,0.0,no rxn
962,GGLUCT2,GGLUCT2,gluala_c --> 5oxpro_c + ala__L_c,0.0,0.0
961,GGGABAH,Gamma-glutamyl-gamma-aminobutyric acid hydrolase,gg4abut_c + h2o_c --> 4abut_c + glu__L_c,0.0,0.0
960,GGGABADr,Gamma-glutamyl-gamma aminobutyric acid dehydrogenase,ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2.0 h_c + nadph_c,0.0,0.0
958,GDPTPDP,Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase,gdptp_c + h2o_c --> gtp_c + ppi_c,0.0,0.0
957,GDPMNP,GDP-mannose phyrophosphatase,gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c,0.0,no rxn
956,GDPDPK,GDP diphosphokinase,atp_c + gdp_c --> amp_c + h_c + ppgpp_c,0.0,no rxn
955,GDBTALDH,GDBTALDH,gdbtal_c + h2o_c + nad_c --> 4gudbutn_c + 2.0 h_c + nadh_c,0.0,0.0
954,GCCc,Glycine-cleavage complex,dhlpro_c + nad_c --> h_c + lpro_c + nadh_c,0.0,0.30203569594127133
953,GCCb,Glycine cleavage complex,alpro_c + thf_c --> dhlpro_c + mlthf_c + nh4_c,0.0,0.30203569594127133
952,GCCa,Glycine-cleavage complex,gly_c + h_c + lpro_c --> alpro_c + co2_c,0.0,0.30203569594127133
636,DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,0.0,0.0
949,GART,GAR transformylase-T,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,0.0,0.004683404993093446
946,GAMpts,D-glucosamine transport via PEP:Pyr PTS,gam_e + pep_c --> gam6p_c + pyr_c,0.0,0.0
944,GALURt2r,"D-galacturonate transport via proton symport, reversible",galur_e + h_e <=> galur_c + h_c,0.0,0.0
965,GHBDHy,Gamma-hydroxybutyrate dehydrogenase (NADPH),h_c + nadph_c + sucsal_c <=> ghb_c + nadp_c,0.0,no rxn
942,GALTpts,Galactitol transport via PEP:Pyr PTS,galt_e + pep_c --> galt1p_c + pyr_c,0.0,0.0
941,GALt2,D galactose transport in via proton symport,gal_e + h_e --> gal_c + h_c,0.0,0.0
940,GALT,Galactose 1 phosphate uridylyltransferase,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,0.0,0.0
939,GALS3,A-galactosidase (melibiose),h2o_c + melib_c --> gal_c + glc__D_c,0.0,0.0
938,GALKr,Galactokinase,atp_c + gal_c <=> adp_c + gal1p_c + h_c,0.0,0.0
937,GALCTt2rpp,"D-galactarte transport via proton symport, reversible (periplasm)",galct__D_p + h_p <=> galct__D_c + h_c,0.0,0.0
936,GALCTNtex,D-galactonate transport via diffusion (extracellular to periplasm),galctn__D_e <=> galctn__D_p,0.0,0.0
935,GALCTNt2r,"D-galactonate transport via proton symport, reversible",galctn__D_e + h_e <=> galctn__D_c + h_c,0.0,0.0
934,GALCTNt2pp,D-galactonate transport via proton symport (periplasm),galctn__D_p + h_p --> galctn__D_c + h_c,0.0,0.0
933,GALCTNLtex,L-galactonate transport via diffusion (extracellular to periplasm),galctn__L_e <=> galctn__L_p,0.0,no rxn
932,GALCTNLt2pp,L-galactonate transport via proton symport (periplasm),galctn__L_p + h_p --> galctn__L_c + h_c,0.0,no rxn
931,GALCTND,Galactonate dehydratase,galctn__D_c --> 2dh3dgal_c + h2o_c,0.0,0.0
930,GALCTLO,L-galactonate oxidoreductase,galctn__L_c + nad_c --> h_c + nadh_c + tagur_c,0.0,no rxn
929,GALabcpp,D-galactose transport via ABC system (periplasm),atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,0.0,0.0
964,GGPTRCS,Gamma glutamyl putrescine synthase,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c,0.0,no rxn
968,GLBRAN2,"1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)",glycogen_c --> bglycogen_c,0.0,no rxn
1001,GLU5K,Glutamate 5-kinase,atp_c + glu__L_c --> adp_c + glu5p_c,0.0,0.7157663280096972
985,GLCt2pp,D-glucose transport in via proton symport (periplasm),glc__D_p + h_p --> glc__D_c + h_c,0.0,0.0
1000,GLTPD,Galactitol-1-phosphate dehydrogenase,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,0.0,0.0
999,GLS2,"Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase",glucan6_c + 5.0 h2o_c --> 6.0 glc__D_c,0.0,0.0
998,GLS,"Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase",glucan4_c + 3.0 h2o_c --> 4.0 glc__D_c,0.0,0.0
997,GLNtex,L-glutamine transport via diffusion (extracellular to periplasm),gln__L_e <=> gln__L_p,0.0,0.0
995,GLNabcpp,L-glutamine transport via ABC system (periplasm),atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,0.0,0.0
994,GLNabc,GLNabc,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,0.0,0.0
993,GLMS_syn,L-glutamate ferredoxin oxidoreductase,akg_c + 2.0 fdxrd_c + gln__L_c + 2.0 h_c --> 2.0 fdxo_2_2_c + 2.0 glu__L_c,0.0,0.0
992,GLGC,Glucose-1-phosphate adenylyltransferase,atp_c + g1p_c + h_c --> adpglc_c + ppi_c,0.0,0.0
991,GLDBRAN2,Glycogen debranching enzyme (bglycogen -> glycogen),bglycogen_c --> glycogen_c,0.0,no rxn
990,GLCURt2rpp,"D-glucuronate transport via proton symport, reversible (periplasm)",glcur_p + h_p <=> glcur_c + h_c,0.0,0.0
989,GLCURt2r,"D-glucuronate transport via proton symport, reversible",glcur_e + h_e <=> glcur_c + h_c,0.0,0.0
988,GLCURS1,"Alpha-glucuronidase, de-branching xylan",h2o_c + xylan4_c <=> glcur_c + xyl4_c,0.0,0.0
987,GLCTR4N,Glucosyltransferase (LPS core synthesis) (glucosediamine) (glucosyl-(1->4Hep1)-heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA),hhlipan_c + udpg_c --> ghhlipan_c + h_c + udp_c,0.0,no rxn
986,GLCtex,Glucose transport via diffusion (extracellular to periplasm),glc__D_e <=> glc__D_p,0.0,0.0
984,GLCS1,Glycogen synthase (ADPGlc),adpglc_c --> adp_c + glycogen_c + h_c,0.0,no rxn
969,GLCabc,GLCabc,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c,0.0,0.0
983,GLCRt2rpp,"D-glucarate transport via proton symport, reversible (periplasm)",glcr_p + h_p <=> glcr_c + h_c,0.0,0.0
982,GLCRt2r,"D-glucarate transport via proton symport, reversible",glcr_e + h_e <=> glcr_c + h_c,0.0,0.0
981,GLCRD_1,Glucarate dehydratase,glcr_c --> 5d4dglcr_c + h2o_c,0.0,0.0
980,GLCRD,Glucarate dehydratase,glcr_c --> 5dh4dglc_c + h2o_c,0.0,0.0
979,GLCRAL_1,5 dehydro 4 deoxyglucarate aldolase,5d4dglcr_c --> 2h3opp_c + pyr_c,0.0,no rxn
978,GLCRAL,5-dehydro-4-deoxyglucarate aldolase,5dh4dglc_c --> 2h3oppan_c + pyr_c,0.0,0.0
977,GLCptspp,D-glucose transport via PEP:Pyr PTS (periplasm),glc__D_p + pep_c --> g6p_c + pyr_c,0.0,0.0
976,GLCpts,D-glucose transport via PEP:Pyr PTS,glc__D_e + pep_c --> g6p_c + pyr_c,0.0,0.0
975,GLCP,Glycogen phosphorylase,glycogen_c + pi_c --> g1p_c,0.0,no rxn
974,GLCOAS,Glutaryl-CoA synthetase,atp_c + coa_c + glutar_c --> adp_c + glutcoa_c + pi_c,0.0,0.0
973,GLCNt2rpp,"D-gluconate transport via proton symport, reversible (periplasm)",glcn_p + h_p <=> glcn_c + h_c,0.0,0.0
972,GLCNt2r,"D-gluconate transport via proton symport, reversible",glcn_e + h_e <=> glcn_c + h_c,0.0,0.0
971,GLCDpp,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c,0.0,0.0
970,GLCabcpp,D-glucose transport via ABC system (periplasm),atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,0.0,0.0
1076,GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c,0.0,0.0
1078,GTHS,Glutathione synthetase,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,0.0,0.0
927,GADktpp,GADktpp,fad_c + glcn_p <=> 2dhglcn_p + fadh2_c,0.0,no rxn
1192,I2FE2SR,ISC [2Fe-2S] regeneration,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c,0.0,no rxn
1186,HYD2,Hydrogenase (menaquinone8: 2 protons),h2_c + 2.0 h_c + mqn8_c --> 2.0 h_e + mql8_c,0.0,0.0
1187,HYD2pp,Hydrogenase (menaquinone8: 2 protons) (periplasm),h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c,0.0,0.0
1188,HYD3,Hydrogenase (Demethylmenaquinone-8: 2 protons),2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_e,0.0,no rxn
1189,HYD3pp,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p,0.0,0.0
1190,HYDA1,HYDA1,h2_e + 2.0 h_c + mqn6_c --> 2.0 h_e + mql6_c,0.0,no rxn
1191,HYDFDN2r,Ferredoxin NADPH linked hydrogenase,fdxo_42_c + 2.0 h2_c + nadp_c <=> fdxr_42_c + 3.0 h_c + nadph_c,0.0,no rxn
1193,I2FE2SS2,ISC [2Fe-2S] Synthesis II,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c,0.0,no rxn
1079,GTMLT,G glutamyltransferase,ala__L_c + gthrd_c --> cgly_c + gluala_c,0.0,0.0
1194,I2FE2ST,ISC [2Fe-2S] Transfer,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c,0.0,no rxn
1195,I4FE4SR,ISC [4Fe-4S] Reduction,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c,0.0,no rxn
1,12DGR140tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)",12dgr140_p --> 12dgr140_c,0.0,0.0
1197,ICDHx,Isocitrate dehydrogenase (NAD),icit_c + nad_c <=> akg_c + co2_c + nadh_c,0.0,170.79940155324016
1200,ICHORT,Isochorismatase,h2o_c + ichor_c --> 23ddhb_c + pyr_c,0.0,0.0
1201,ICITt_kt,ICITt kt,h_p + icit_p <=> h_c + icit_c,0.0,0.0
1185,HYD1pp,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c,0.0,0.0
1184,HYD1,Hydrogenase (ubiquinone-8: 2 protons),h2_c + 2.0 h_c + q8_c --> 2.0 h_e + q8h2_c,0.0,no rxn
1183,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> imp_c + ppi_c,0.0,0.0
1182,HXCT,Acetyl-CoA:hexanoate-CoA transferase,accoa_c + hxa_c --> ac_c + hxcoa_c,0.0,no rxn
1181,HXANt2r,Hypoxanthine reversible transport via proton symport,h_e + hxan_e --> h_c + hxan_c,0.0,0.0
1180,HXAND,Hypoxanthine dehydrogenase,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c,0.0,0.0
1176,HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c <=> achms_c + coa_c,0.0,0.3420498605579549
1173,HQNt6,Hydroquinone transport inout via proton symport,h_e + hqn_e <=> h_c + hqn_c,0.0,no rxn
1172,HPYRRx,Hydroxypyruvate reductase (NADH),h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,0.0,0.0
1171,HPYRI,Hydroxypyruvate isomerase,hpyr_c <=> 2h3oppan_c,0.0,0.0
1170,HPPPNt2rpp,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",3hpppn_p + h_p <=> 3hpppn_c + h_c,0.0,0.0
1169,HPPPNt2r,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible",3hpppn_e + h_e <=> 3hpppn_c + h_c,0.0,no rxn
1168,HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",dhpppn_c + o2_c --> h_c + hkndd_c,0.0,0.0
1167,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,0.0,0.0
1166,HPPK,HPPK,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,0.0,0.0
1165,HPAtex,4-hydroxyphenylacetate transport via diffusion (extracellular to periplasm),4hphac_e <=> 4hphac_p,0.0,no rxn
1164,HPACt2r,Ydroxyphenylacetate transport in via proton symporter,4hphac_e + h_e <=> 4hphac_c + h_c,0.0,0.0
1202,ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,0.0,0.0
1203,ICYSDS,ISC Cysteine desulfuration,cys__L_c + iscs_c --> ala__L_c + iscssh_c,0.0,no rxn
1204,IDOND,L-idonate 5-dehydrogenase,5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c,0.0,0.0
1233,ISETACtex,Isethionate transport via diffusion (extracellular to periplasm),isetac_e <=> isetac_p,0.0,0.0
1255,KAS_HP2,KAS HP2,2.0 h_c + malACP_c + nadph_c + palmACP_c --> 3hoctaACP_c + ACP_c + co2_c + nadp_c,0.0,no rxn
1254,KAS_HP,KAS HP,2.0 h_c + malACP_c + myrsACP_c + nadph_c --> 3hpalmACP_c + ACP_c + co2_c + nadp_c,0.0,no rxn
1253,KAS8,"B-ketoacyl synthetase (palmitate, n-C16:0)",accoa_c + 20.0 h_c + 7.0 malcoa_c + 14.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdca_c + 14.0 nadp_c,0.0,0.0
1252,KAS7,B-ketoacyl synthetase (n-C16:1),accoa_c + 19.0 h_c + 7.0 malcoa_c + 13.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdcea_c + 13.0 nadp_c,0.0,0.0
1248,KAS2,B-ketoacyl synthetase (n-C14:0),accoa_c + 17.0 h_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + 5.0 h2o_c + 12.0 nadp_c + ttdca_c,0.0,0.0
1247,KAS17,B-ketoacyl synthetase (n-C18:1),accoa_c + 22.0 h_c + 8.0 malcoa_c + 15.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 15.0 nadp_c + ocdcea_c,0.0,0.0
1246,KAS16,3-hydroxy-myristoyl-ACP synthesis,ddcaACP_c + 2.0 h_c + malACP_c + nadph_c --> 3hmrsACP_c + ACP_c + co2_c + nadp_c,0.0,no rxn
1245,KAS15,Beta-ketoacyl-ACP synthase (2),accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,0.0,no rxn
1244,KAS14,Beta-ketoacyl-ACP synthase,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,0.0,no rxn
1243,KAS13,B-ketoacyl synthetase (octadecanoate),accoa_c + 23.0 h_c + 8.0 malcoa_c + 16.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 16.0 nadp_c + ocdca_c,0.0,0.0
1237,Kabc,Potassium ABC transporter,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,0.0,0.0
1236,IZPN,Imidazolonepropionase,4izp_c + h2o_c --> forglu_c + h_c,0.0,0.0
1235,ITCY,ITP:cytidine 5'-phosphotransferase,cytd_c + itp_c --> cmp_c + h_c + idp_c,0.0,no rxn
1234,ISTNTabc,Isethionate transport via ABC system,atp_c + h2o_c + istnt_e --> adp_c + h_c + istnt_c + pi_c,0.0,0.0
1232,ISETACabcpp,Isethionate transport via ABC system (periplasm),atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,0.0,0.0
1205,IDOND2,L-indonate 5-dehydrogenase (NADP),5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c,0.0,0.0
1225,INSTt2,Inositol transport in via proton symport,h_e + inost_e <=> h_c + inost_c,0.0,0.0
1224,INSTabc,Inositol transport in via ABC transport,atp_c + h2o_c + inost_e --> adp_c + h_c + inost_c + pi_c,0.0,0.0
1223,INSt2pp,Inosine transport in via proton symport (periplasm),h_p + ins_p <=> h_c + ins_c,0.0,no rxn
1222,INSt2,Inosine transport in via proton symport,h_e + ins_e --> h_c + ins_c,0.0,0.0
1221,INSH,Inosine hydrolase,h2o_c + ins_c --> hxan_c + rib__D_c,0.0,0.0
1220,INSCR,Inositol catabolic reactions  lumped ,2ins_c + atp_c --> adp_c + dhap_c + 2.0 h_c + msa_c,0.0,0.0
1219,INS2D,Inositol 2-dehydrogenase,inost_c + nad_c --> 2ins_c + h_c + nadh_c,0.0,0.0
1218,INOSR,Ketoinositol reductase,inost_c + nadp_c <=> 2ins_c + h_c + nadph_c,0.0,0.0
1217,IMPtex,IMP transport via diffusion (extracellular to periplasm),imp_e <=> imp_p,0.0,no rxn
1213,ILEt2rpp,L-isoleucine reversible transport via proton symport (periplasm),h_p + ile__L_p <=> h_c + ile__L_c,0.0,no rxn
1212,ILEt2r,L isoleucine reversible transport via proton symport,h_e + ile__L_e <=> h_c + ile__L_c,0.0,0.0
1211,ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <=> 2o3mpt_c + h_c + nadh_c + nh4_c,0.0,0.0
1210,ILEabcpp,L-isoleucine transport via ABC system (periplasm),atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,0.0,0.0
1209,ILEabc,L-isoleucine transport via ABC system,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,0.0,0.0
1163,HPA3MO,4 hydroxyphenylacetate 3 monooxygenase nadh,4hphac_c + h_c + nadh_c + o2_c --> 34dhpha_c + h2o_c + nad_c,0.0,0.0
1162,HOXPRx,2 hydroxy 3 oxopropionate reductase  NAD ,glyc__R_c + nad_c <=> 2h3opp_c + h_c + nadh_c,0.0,no rxn
1161,HOPNTAL3,HOPNTAL3,4h2opntn_c --> acald_c + pyr_c,0.0,no rxn
