name,genes,reaction_id,reaction
PHAPC60,WP_005237952_1,PHAPC60,R_3hhcoa_c + mclPHAg_c --> C60mclPHA_c + coa_c
PHAPC140,WP_005237952_1,PHAPC140,R_3hmrscoa_c + mclPHAg_c --> C140mclPHA_c + coa_c
Fatty acid  CoA ligase  anteiso C150 ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL150_anteiso,atp_c + coa_c + fa4_c --> amp_c + fa4coa_c + ppi_c
Fatty acid  CoA ligase  Iso C160 ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL160_ISO,atp_c + coa_c + fa6_c --> amp_c + fa6coa_c + ppi_c
Fatty acid  CoA ligase  anteiso C170 ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL170_anteiso,atp_c + coa_c + fa12_c --> amp_c + fa12coa_c + ppi_c
Fatty acid  CoA ligase  Iso C140 ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL140_ISO,atp_c + coa_c + fa1_c --> amp_c + fa1coa_c + ppi_c
Fatty acid  CoA ligase  Iso C150 ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL150_ISO,atp_c + coa_c + fa3_c --> amp_c + fa3coa_c + ppi_c
Fatty acid  CoA ligase  Iso C170 ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL170_ISO,atp_c + coa_c + fa11_c --> amp_c + fa11coa_c + ppi_c
Fatty acid  CoA ligase  octadecanoate ,WP_005237951_1 or WP_005243608_1 or WP_025432223_1,FACOAL180_2,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + strcoa_c
Fatty acid  CoA ligase  tetradecanoate ,WP_005237951_1 or WP_005241881_1 or WP_005243608_1 or WP_025432223_1 or WP_050983268_1,FACOAL140,atp_c + coa_c + ttdca_c --> amp_c + ppi_c + tdcoa_c
Fatty acid  CoA ligase  hexadecenoate ,WP_005237951_1 or WP_005241881_1 or WP_005243608_1 or WP_025432223_1,FACOAL161,atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c
Fatty acid  CoA ligase  octadecenoate ,WP_005237951_1 or WP_005241881_1 or WP_005243608_1 or WP_005247475_1 or WP_025432223_1,FACOAL181,atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c
Fatty acid  CoA ligase  hexadecanoate ,WP_005237951_1 or WP_005238002_1 or WP_005239393_1 or WP_005241881_1 or WP_005243608_1 or WP_025432223_1 or WP_025433824_1 or WP_050983268_1,FACOAL160,atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c
NADPH Quinone Reductase (Ubiquinone-8),WP_005237944_1 or WP_005252922_1 or WP_025432300_1,NADPHQR2,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
2-isopropylmalate hydratase,WP_005237932_1 or ( WP_005240402_1 and WP_025432333_1 ),IPPMIb,2ippm_c + h2o_c <=> 3c3hmp_c
3-isopropylmalate dehydratase,WP_005237932_1 or ( WP_005240402_1 and WP_025432333_1 ),IPPMIa,3c2hmp_c <=> 2ippm_c + h2o_c
3-(3-hydroxy-phenyl)propionate hydroxylase,WP_005237913_1,3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c
3-hydroxycinnamate hydroxylase,WP_005237913_1,3HCINNMH,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c
3MCAT23DOX,WP_005237880_1,3MCAT23DOX,3mcat_c + o2_c --> cchoxod_c + h_c
4MCAT23DOX,WP_005237880_1,4MCAT23DOX,4mcat_c + o2_c --> h_c + hmccms_c
CAT23DOX,WP_005237880_1,CAT23DOX,catechol_c + o2_c --> 2hmcnsad_c
"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible",WP_005237868_1,HPPPNt2r,3hpppn_e + h_e <=> 3hpppn_c + h_c
"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",WP_005237868_1,HCINNMt2rpp,3hcinnm_p + h_p <=> 3hcinnm_c + h_c
"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",WP_005237868_1,HPPPNt2rpp,3hpppn_p + h_p <=> 3hpppn_c + h_c
"3-hydroxycinnamic acid transport via proton symport, reversible",WP_005237868_1,HCINNMt2r,3hcinnm_e + h_e <=> 3hcinnm_c + h_c
Mehler reaction,WP_005237834_1 or WP_005245264_1,MEHLER,h_c + nadph_c + 0.5 o2_c --> h2o_c + nadp_c
Uridine kinase (ITP:Uridine),WP_005237815_1,URIK3,itp_c + uri_c --> h_c + idp_c + ump_c
ITP:cytidine 5'-phosphotransferase,WP_005237815_1,ITCY,cytd_c + itp_c --> cmp_c + h_c + idp_c
Uridine kinase (GTP:Uridine),WP_005237815_1,URIK2,gtp_c + uri_c --> gdp_c + h_c + ump_c
Cytidine kinase (GTP),WP_005237815_1,CYTDK2,cytd_c + gtp_c --> cmp_c + gdp_c + h_c
Uridine kinase  ATPUridine ,WP_005237815_1,URIK1,atp_c + uri_c --> adp_c + h_c + ump_c
CYTDK1,WP_005237815_1,CYTDK1,atp_c + cytd_c --> adp_c + cmp_c + h_c
Inositol 2-dehydrogenase,WP_005237814_1 or WP_005252332_1 or WP_025432957_1,INS2D,inost_c + nad_c --> 2ins_c + h_c + nadh_c
Melibiose transport in via symport (periplasm),WP_005237796_1,MELIBt2pp,h_p + melib_p --> h_c + melib_c
PGLCNDH,WP_005237768_1,PGLCNDH,6p2dhglcn_c + nadph_c <=> 6pgc_c + 2.0 h_c + nadp_c
Dipeptide transport via ABC system  cgly ,WP_005237763_1 and WP_005237765_1 and WP_005248476_1 and WP_179443151_1,DIPEPabc15,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c
L-rhamnose transport (ATP-dependent),WP_005237762_1 and WP_005237763_1,RMNabc,atp_c + h2o_c + rmn_e --> adp_c + h_c + pi_c + rmn_c
Glucarate dehydratase,WP_005237760_1 or WP_005237938_1,GLCRD,glcr_c --> 5dh4dglc_c + h2o_c
Glucarate dehydratase,WP_005237760_1,GLCRD_1,glcr_c --> 5d4dglcr_c + h2o_c
Phosphoglycerate dehydrogenase,WP_005237759_1 or WP_005240386_1 or WP_005243492_1 or WP_005245342_1 or WP_037179823_1,PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c
Spermidine transport out via proton antiport,WP_001297013_1,SPMDt3,h_e + spmd_c --> h_c + spmd_e
L-glutamine transport via ABC system (periplasm),( WP_005255435_1 and WP_164709508_1 ) or ( WP_005243810_1 and WP_005245035_1 and WP_164709508_1 ) or ( WP_005243810_1 and WP_005245035_1 and WP_179443303_1 ) or ( WP_005245035_1 and WP_005247432_1 and WP_164709508_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),GLNabcpp,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c
BZ12DOX,( WP_005251368_1 and WP_005251370_1 ) or ( WP_005245655_1 and WP_005250462_1 and WP_025433214_1 ) or ( WP_005251368_1 and WP_005251370_1 and WP_005251372_1 ),BZ12DOX,bz_c + h_c + nadh_c + o2_c --> bz12diol_c + nad_c
"Ring 1,2-phenylacetyl-CoA epoxidase (NADPH)",( WP_005250775_1 and WP_005250777_1 and WP_025433340_1 ) or ( WP_005250773_1 and WP_005250775_1 and WP_005250777_1 and WP_025433340_1 ),PACCOAE,h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c
Taurine transport via ABC system,( WP_005250729_1 and WP_025433347_1 ) or ( WP_005242735_1 and WP_005244174_1 and WP_025432312_1 ),TAURabc,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c
Nickel transport via ABC system,( WP_005250493_1 and WP_005252800_1 ) or ( WP_005251668_1 and WP_025433053_1 ),NIabc,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c
L-methionine transport via ABC system,( WP_005250344_1 and WP_025431732_1 ) or ( WP_005252476_1 and WP_005252477_1 ) or ( WP_005252477_1 and WP_011594674_1 ),METabc,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c
L methionine R oxide transport via ABC system,( WP_005250344_1 and WP_025431732_1 ) or ( WP_005252476_1 and WP_005252477_1 ),METSRabc,atp_c + h2o_c + metox__R_e --> adp_c + h_c + metox__R_c + pi_c
L methionine S oxide transport via ABC system,( WP_005250344_1 and WP_025431732_1 ) or ( WP_005252476_1 and WP_005252477_1 ),METSabc,atp_c + h2o_c + metox_e --> adp_c + h_c + metox_c + pi_c
"1,4-alpha-D-glucan transport via ABC system (periplasm)",( WP_005248578_1 and WP_025432775_1 ) or ( WP_005248578_1 and WP_025433613_1 ) or ( WP_005249637_1 and WP_025432775_1 ),14GLUCANabcpp,14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c
Maltose transport via ABC system (periplasm),( WP_005248578_1 and WP_025432775_1 ) or ( WP_005248578_1 and WP_025433613_1 ) or ( WP_005249637_1 and WP_025432775_1 ),MALTabcpp,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c
Maltohexaose transport via ABC system (periplasm),( WP_005248578_1 and WP_025432775_1 ) or ( WP_005248578_1 and WP_025433613_1 ) or ( WP_005249637_1 and WP_025432775_1 ),MALTHXabcpp,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c
DHPACCOAHIT,( WP_005248565_1 and WP_005250764_1 and WP_005250766_1 ) or ( WP_005250764_1 and WP_005250766_1 and WP_005250771_1 ),DHPACCOAHIT,2dhphaccoa_c + coa_c + 2.0 h2o_c --> 3hadpcoa_c + accoa_c + h2_c + h_c
Fatty acid synthase  n C120 ,( WP_005248538_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005241877_1 and WP_005250385_1 and WP_037181431_1 ),FAS120,dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c
Fatty acid synthase  n C80   lumped reaction,( WP_005248538_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005241877_1 and WP_005250385_1 and WP_037181431_1 ),FAS80_L,accoa_c + 8.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 4.0 coa_c + 2.0 h2o_c + 6.0 nadp_c + octa_c
Fatty acid synthase  n C100 ,( WP_005248538_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005241877_1 and WP_005250385_1 and WP_037181431_1 ),FAS100,3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c
Fatty acid synthase  n C180 ,( WP_005248538_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005241877_1 and WP_005250385_1 and WP_037181431_1 ),FAS180,3.0 h_c + hdca_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ocdca_c
Fatty acid synthase  n C160 ,( WP_005248538_1 and WP_025432492_1 ) or ( WP_005241845_1 and WP_005241877_1 and WP_005250385_1 and WP_037181431_1 ),FAS160,3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c
L-carnitine transport via ABC system (periplasm),( WP_005247765_1 and WP_005247768_1 ) or ( WP_005247765_1 and WP_005247766_1 and WP_005247768_1 ),CRNabcpp,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c
Manganese Mn2 transport via ABC system periplasm ,( WP_005244870_1 and WP_025433261_1 ) or ( WP_005246096_1 and WP_187300223_1 ) or ( WP_005246096_1 and WP_005251070_1 and WP_187300223_1 ),MNabc_1,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c
L-proline transport via ABC system,( WP_005244444_1 and WP_005254252_1 ) or ( WP_005247765_1 and WP_005254252_1 ) or ( WP_005239314_1 and WP_005239327_1 and WP_025432197_1 and WP_025432198_1 ),PROabc,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c
Glycine betaine transport via ABC system,( WP_005244444_1 and WP_005254252_1 ) or ( WP_005247765_1 and WP_005247766_1 ) or ( WP_005247765_1 and WP_005254252_1 ) or ( WP_005239314_1 and WP_005239327_1 and WP_025432197_1 and WP_025432198_1 ),GLYBabc,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c
Choline transport via ABC system,( WP_005244444_1 and WP_005254252_1 ) or ( WP_005247765_1 and WP_005247766_1 ) or ( WP_005247765_1 and WP_005254252_1 ) or ( WP_005239314_1 and WP_005239327_1 and WP_025432197_1 and WP_025432198_1 ),CHLabc,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c
L-carnitine transport via ABC system,( WP_005244444_1 and WP_005254252_1 ) or ( WP_005247765_1 and WP_005247766_1 ) or ( WP_005247765_1 and WP_005254252_1 ) or ( WP_005239314_1 and WP_005239327_1 and WP_025432197_1 and WP_025432198_1 ),CRNabc,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c
L-alanine transport via ABC system (periplasm),( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 ),ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c
L-threonine transport via ABC system (periplasm),( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244312_1 and WP_005244316_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ),THRabcpp,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c
PHACOAOR,( WP_005244000_1 and WP_005244003_1 ) or ( WP_005250775_1 and WP_005250777_1 and WP_025433340_1 ) or ( WP_005250773_1 and WP_005250775_1 and WP_005250777_1 and WP_025433340_1 ) or ( WP_005250773_1 and WP_005250775_1 and WP_005250777_1 and WP_005250779_1 and WP_025433340_1 ),PHACOAOR,h2_c + o2_c + phaccoa_c --> 2dhphaccoa_c
Nitrite Reductase (NADH),( WP_005243031_1 and WP_025432820_1 ) or ( WP_005240141_1 and WP_005240142_1 and WP_005247948_1 ),NTRIR2x,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c
Nitrite reductase (NADH),( WP_005243031_1 and WP_025432820_1 ) or ( WP_005240141_1 and WP_005240142_1 and WP_005247948_1 ),NTRIRx,4.0 h_c + 3.0 nadh_c + no2_c --> h2o_c + 3.0 nad_c + nh4oh_c
Nitrite reductase (NADPH),( WP_005243031_1 and WP_025432820_1 ) or ( WP_005240141_1 and WP_005240142_1 and WP_005247948_1 ),NTRIRy,4.0 h_c + 3.0 nadph_c + no2_c --> h2o_c + 3.0 nadp_c + nh4oh_c
D-ribose transport via ABC system,( WP_005242941_1 and WP_005248814_1 ) or ( WP_005244464_1 and WP_025433360_1 ) or ( WP_005248814_1 and WP_025433222_1 ) or ( WP_005239291_1 and WP_005239292_1 and WP_005239295_1 ) or ( WP_005242938_1 and WP_005242941_1 and WP_005248814_1 ) or ( WP_005242938_1 and WP_005242941_1 and WP_005248814_1 and WP_025431785_1 ),RIBabc,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c
FAO2,( WP_005242715_1 and WP_005246568_1 and WP_005252937_1 ) or ( WP_005248351_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1 ),FAO2,atp_c + 8.0 coa_c + 7.0 fad_c + 7.0 h2o_c + hdca_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 7.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c
FAO1,( WP_005242715_1 and WP_005246568_1 and WP_005252937_1 ) or ( WP_005248351_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1 ),FAO1,atp_c + 7.0 coa_c + 6.0 fad_c + 6.0 h2o_c + 6.0 nad_c + ttdca_c --> 7.0 accoa_c + amp_c + 6.0 fadh2_c + 6.0 h_c + 6.0 nadh_c + ppi_c
FAO3,( WP_005242715_1 and WP_005246568_1 and WP_005252937_1 ) or ( WP_005248351_1 and WP_005251849_1 and WP_025431690_1 and WP_025431691_1 ),FAO3,atp_c + 9.0 coa_c + 8.0 fad_c + 8.0 h2o_c + 8.0 nad_c + ocdca_c --> 9.0 accoa_c + amp_c + 8.0 fadh2_c + 8.0 h_c + 8.0 nadh_c + ppi_c
SUF [4Fe-4S] Reduction,( WP_005241810_1 and WP_015890658_1 ) or ( WP_005241808_1 and WP_005241810_1 and WP_015890658_1 ),S4FE4SR,fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c
SUF [2Fe-2S] Synthesis II,( WP_005241810_1 and WP_015890658_1 ) or ( WP_005238777_1 and WP_005241810_1 and WP_015890658_1 ) or ( WP_005241808_1 and WP_005241810_1 and WP_015890658_1 ) or ( WP_005238777_1 and WP_005241808_1 and WP_005241810_1 and WP_015890658_1 ),S2FE2SS2,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c
SUF [2Fe-2S] regeneration,( WP_005241810_1 and WP_015890658_1 ) or ( WP_005238777_1 and WP_005241810_1 and WP_015890658_1 ) or ( WP_005241808_1 and WP_005241810_1 and WP_015890658_1 ) or ( WP_005238777_1 and WP_005241808_1 and WP_005241810_1 and WP_015890658_1 ),S2FE2SR,2fe1s_c + atp_c + h2o_c + sufbcd_c + sufsesh_c --> adp_c + 5.0 h_c + pi_c + sufbcd_2fe2s_c + sufse_c
GLNabc,( WP_005240752_1 and WP_025432387_1 and WP_025433622_1 ) or ( WP_005243810_1 and WP_005245035_1 and WP_164709508_1 ) or ( WP_005252261_1 and WP_005258090_1 and WP_179443248_1 ),GLNabc,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c
Phosphoribosylaminoimidazole carboxylase,( WP_005240011_1 and WP_025432288_1 ) or ( WP_005240011_1 and WP_043943902_1 ),AIRCr,air_c + co2_c <=> 5aizc_c + h_c
Fumarate reductase,( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247561_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247564_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 ),FRD3,2dmmql8_c + fum_c --> 2dmmq8_c + succ_c
Iron (II) transport via ABC system,( WP_005238706_1 and WP_005244524_1 ) or ( WP_005249236_1 and WP_025433614_1 ),FE2abc,atp_c + fe2_e + h2o_c --> adp_c + fe2_c + h_c + pi_c
Reduced glutathione via ABC system (periplasm),( WP_005238097_1 and WP_005248476_1 and WP_005251668_1 ) or ( WP_005238097_1 and WP_005251668_1 and WP_005252514_1 ) or ( WP_005238097_1 and WP_005251668_1 and WP_025433059_1 ) or ( WP_005238097_1 and WP_005248476_1 and WP_005251668_1 and WP_025433059_1 ) or ( WP_005238097_1 and WP_005251668_1 and WP_005252514_1 and WP_025433059_1 ) or ( WP_005238097_1 and WP_005251668_1 and WP_005252514_1 and WP_025433178_1 ),GTHRDabcpp,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005243362_1 and WP_005252471_1 and WP_025432082_1 and WP_050983264_1 ) or ( WP_005243362_1 and WP_005252471_1 and WP_025432082_1 and WP_143767516_1 ) or ( WP_005252471_1 and WP_025432082_1 and WP_050983264_1 and WP_143767516_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025431616_1 and WP_025433508_1 ) or ( WP_005243362_1 and WP_005252471_1 and WP_025432082_1 and WP_050983264_1 and WP_143767516_1 ),ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025431616_1 and WP_025433508_1 ),PROGLYabcpp,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025431616_1 and WP_025433508_1 ),CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c
Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_005238098_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005238098_1 and WP_005248478_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005243360_1 and WP_005248478_1 ),4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),( WP_005237762_1 and WP_005237763_1 and WP_005238098_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005238098_1 and WP_005248478_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005243360_1 and WP_005248478_1 ),3PEPTabcpp,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
R_EX_ctbt_e,,EX_ctbt_e,ctbt_e --> 
R_EX_leu__L_e,,EX_leu__L_e,leu__L_e --> 
Phenol biomass reaction,,Growth_Phenol,0.000216 10fthf_c + 0.295287388411761 ala__L_c + 0.000216 amet_c + 0.170032000838564 arg__L_c + 0.138567465697142 asn__L_c + 0.138567465697142 asp__L_c + 52.547151 atp_c + 0.005053 ca2_c + 0.005053 cl_c + 0.000559 coa_c + 9.7e-05 cobalt2_c + 0.129616 ctp_c + 0.000688 cu2_c + 0.0526437832174587 cys__L_c + 0.025403 datp_c + 0.026229 dctp_c + 0.026229 dgtp_c + 0.025403 dttp_c + 0.000216 fad_c + 0.006519 fe2_c + 0.00758 fe3_c + 0.151273830352209 gln__L_c + 0.151273830352209 glu__L_c + 0.35216642914915 gly_c + 0.000780164434642303 gtca1_45_BS_c + 0.000780164434642303 gtca2_45_BS_c + 0.000780164434642303 gtca3_45_BS_c + 0.208826 gtp_c + 47.184845 h2o_c + 0.0544585552429843 his__L_c + 0.167006393970559 ile__L_c + 0.189503 k_c + 0.258981882281531 leu__L_c + 3.93697809448742e-05 lipo1_24_BS_c + 3.93697809448742e-05 lipo2_24_BS_c + 3.93697809448742e-05 lipo3_24_BS_c + 3.93697809448742e-05 lipo4_24_BS_c + 0.197261278460057 lys__L_c + 0.088344167974088 met__L_c + 0.008422 mg2_c + 0.000216 mlthf_c + 0.000671 mn2_c + 9.7e-05 mql8_c + 0.001778 nad_c + 0.000434 nadp_c + 0.17366804881273 peptido_BS_c + 0.106497217086842 phe__L_c + 0.127070159598723 pro__L_c + 0.000216 pydx5p_c + 0.000216 ribflv_c + 0.124045144825995 ser__L_c + 0.004212 so4_c + 0.000216 thf_c + 0.000216 thmpp_c + 0.145828330085078 thr__L_c + 0.0326753699839016 trp__L_c + 0.0792673473700723 tyr__L_c + 0.139904 utp_c + 0.243248726567904 val__L_c + 0.000331 zn2_c --> 52.37741576 adp_c + 52.37741576 h_c + 52.37320421 pi_c + 0.751344563 ppi_c
vanlt exchange,,EX_vanlt_e,vanlt_e <=> 
R_EX_3hoxpac_e,,EX_3hoxpac_e,3hoxpac_e --> 
R_EX_crn_e,,EX_crn_e,crn_e --> 
R_EX_so4_e,,EX_so4_e,so4_e <=> 
R_EX_cmp_e,,EX_cmp_e,cmp_e --> 
Phenol monooxygenase,,PHEMOX,h_c + nadh_c + o2_c + phenol_c --> catechol_c + h2o_c + nad_c
R_EX_rmn_e,,EX_rmn_e,rmn_e --> 
R_EX_rib__D_e,,EX_rib__D_e,rib__D_e --> 
R_EX_succ_e,,EX_succ_e,succ_e --> 
R_EX_malthx_e,,EX_malthx_e,malthx_e --> 
R_EX_urea_e,,EX_urea_e,urea_e --> 
R_EX_dtmp_e,,EX_dtmp_e,dtmp_e --> 
R_EX_meoh_e,,EX_meoh_e,meoh_e --> 
R_EX_Lcyst_e,,EX_Lcyst_e,Lcyst_e --> 
guaiacol exchange,,EX_guaiacol_e,guaiacol_e <=> 
R_EX_spmd_e,,EX_spmd_e,spmd_e --> 
R_EX_madg_e,,EX_madg_e,madg_e --> 
guaiacol transport,,guaiacol_transport,guaiacol_e <=> guaiacol_c
R_EX_mbdg_e,,EX_mbdg_e,mbdg_e --> 
R_EX_bmn_e,,EX_bmn_e,bmn_e --> 
R_EX_LalaDgluMdapDala_e,,EX_LalaDgluMdapDala_e,LalaDgluMdapDala_e --> 
R_EX_lcts_e,,EX_lcts_e,lcts_e --> 
R_EX_pydam_e,,EX_pydam_e,pydam_e --> 
R_EX_co2_e,,EX_co2_e,co2_e --> 
R_EX_man_e,,EX_man_e,man_e --> 
R_EX_cu2_e,,EX_cu2_e,cu2_e <=> 
R_EX_ppa_e,,EX_ppa_e,ppa_e --> 
R_EX_istnt_e,,EX_istnt_e,istnt_e --> 
R_EX_pdima_e,,EX_pdima_e,pdima_e --> 
R_sink_lipopb_c,,sink_lipopb_c,lipopb_c --> 
R_EX_ppdima_e,,EX_ppdima_e,ppdima_e --> 
R_EX_progly_e,,EX_progly_e,progly_e --> 
R_EX_ptrc_e,,EX_ptrc_e,ptrc_e --> 
R_EX_salchs4fe_e,,EX_salchs4fe_e,salchs4fe_e --> 
R_EX_man6p_e,,EX_man6p_e,man6p_e --> 
R_EX_p_xyl_e,,EX_p_xyl_e,p_xyl_e --> 
R_EX_mnl_e,,EX_mnl_e,mnl_e --> 
R_EX_cellb_e,,EX_cellb_e,cellb_e --> 
R_EX_4crsol_e,,EX_4crsol_e,4crsol_e --> 
Tetrahydrofolate aminomethyltransferase,,THFAT,h2o_c + methf_c --> 5fthf_c + h_c
R_sink_sheme_c,,sink_sheme_c,sheme_c --> 
