#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NZ_NWMZ01000001.1,7918007,7919230,+,57603351,,COO55_RS36985,WP_120659521.1,407,ISL3 family transposase
Un,NZ_NWMZ01000001.1,7919273,7920604,+,57603352,,COO55_RS36990,WP_120661142.1,443,HNH endonuclease
Un,NZ_NWMZ01000001.1,7920720,7922438,+,57603353,,COO55_RS36995,WP_120661143.1,572,cutinase family protein
Un,NZ_NWMZ01000001.1,7922774,7923097,-,57603355,,COO55_RS37005,WP_005257258.1,107,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7923136,7923285,-,58575397,,COO55_RS41855,WP_005257254.1,49,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7923300,7923536,-,57603356,,COO55_RS37010,WP_005257253.1,78,MULTISPECIES: DUF3618 domain-containing protein
Un,NZ_NWMZ01000001.1,7923533,7923976,-,57603357,,COO55_RS37015,WP_120661144.1,147,phage holin family protein
Un,NZ_NWMZ01000001.1,7924053,7924580,-,57603358,,COO55_RS37020,WP_005570744.1,175,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7924704,7924982,-,57603359,,COO55_RS37025,WP_120661145.1,92,MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein
Un,NZ_NWMZ01000001.1,7925083,7925319,-,57603360,,COO55_RS37030,WP_005570747.1,78,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7925361,7925900,-,57603361,,COO55_RS37035,WP_005257247.1,179,MULTISPECIES: DNA starvation/stationary phase protection protein
Un,NZ_NWMZ01000001.1,7926422,7926625,+,57603362,,COO55_RS37040,WP_043792064.1,67,MULTISPECIES: cold shock domain-containing protein
Un,NZ_NWMZ01000001.1,7926772,7927203,+,57603363,,COO55_RS37045,WP_037203841.1,143,MULTISPECIES: ATP-binding protein
Un,NZ_NWMZ01000001.1,7927203,7928000,+,57603364,,COO55_RS37050,WP_005570755.1,265,MULTISPECIES: SigB/SigF/SigG family RNA polymerase sigma factor
Un,NZ_NWMZ01000001.1,7928008,7928262,-,57603365,,COO55_RS37055,WP_007298937.1,84,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7928993,7929763,+,57603367,,COO55_RS37065,WP_005257216.1,256,MULTISPECIES: GAF and ANTAR domain-containing protein
Un,NZ_NWMZ01000001.1,7929766,7930590,-,57603368,,COO55_RS37070,WP_120661146.1,274,glycosyltransferase family 2 protein
Un,NZ_NWMZ01000001.1,7930587,7931591,-,57603369,,COO55_RS37075,WP_120661147.1,334,hypothetical protein
Un,NZ_NWMZ01000001.1,7931588,7932715,-,57603370,,COO55_RS37080,WP_120661148.1,375,glycosyltransferase
Un,NZ_NWMZ01000001.1,7932697,7933764,-,57603371,,COO55_RS37085,WP_120661149.1,355,glycosyltransferase family 1 protein
Un,NZ_NWMZ01000001.1,7933813,7935255,-,57603372,,COO55_RS37090,WP_054245573.1,480,trehalose-6-phosphate synthase
Un,NZ_NWMZ01000001.1,7935252,7935707,-,57603373,,COO55_RS37095,WP_005257205.1,151,MULTISPECIES: STAS domain-containing protein
Un,NZ_NWMZ01000001.1,7936076,7936309,-,57603374,,COO55_RS37100,WP_005570767.1,77,MULTISPECIES: CDGSH iron-sulfur domain-containing protein
Un,NZ_NWMZ01000001.1,7936310,7937380,+,57603375,,COO55_RS37105,WP_120661150.1,356,iron-containing redox enzyme family protein
Un,NZ_NWMZ01000001.1,7937383,7938768,-,57603376,,COO55_RS37110,WP_120661151.1,461,MULTISPECIES: wax ester/triacylglycerol synthase family O-acyltransferase
Un,NZ_NWMZ01000001.1,7938889,7940055,-,57603377,,COO55_RS37115,WP_120661152.1,388,AI-2E family transporter
Un,NZ_NWMZ01000001.1,7940052,7940501,-,57603378,,COO55_RS37120,WP_043787268.1,149,hypothetical protein
Un,NZ_NWMZ01000001.1,7940623,7941333,+,57603379,,COO55_RS37125,WP_037203807.1,236,MULTISPECIES: enoyl-CoA hydratase/isomerase family protein
Un,NZ_NWMZ01000001.1,7941440,7941865,+,57603380,,COO55_RS37130,WP_005561443.1,141,MULTISPECIES: cupredoxin domain-containing protein
Un,NZ_NWMZ01000001.1,7941871,7942323,-,57603381,,COO55_RS37135,WP_005561445.1,150,MULTISPECIES: nitroreductase family deazaflavin-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,7942332,7942736,-,57603382,,COO55_RS37140,WP_005561448.1,134,MULTISPECIES: reactive intermediate/imine deaminase
Un,NZ_NWMZ01000001.1,7942743,7943987,-,57603383,,COO55_RS37145,WP_005561449.1,414,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
Un,NZ_NWMZ01000001.1,7943984,7944457,-,57603384,,COO55_RS37150,WP_005561451.1,157,MULTISPECIES: DinB family protein
Un,NZ_NWMZ01000001.1,7944495,7945892,-,57603385,,COO55_RS37155,WP_120661153.1,465,MFS transporter
Un,NZ_NWMZ01000001.1,7946045,7946605,+,57603386,,COO55_RS37160,WP_005561455.1,186,MULTISPECIES: ABATE domain-containing protein
Un,NZ_NWMZ01000001.1,7946602,7947483,-,57603387,,COO55_RS37165,WP_120661154.1,293,DUF4436 family protein
Un,NZ_NWMZ01000001.1,7947497,7948657,-,57603388,,COO55_RS37170,WP_005561459.1,386,MULTISPECIES: zinc-binding dehydrogenase
Un,NZ_NWMZ01000001.1,7948789,7949325,+,57603389,,COO55_RS37175,WP_005561461.1,178,MULTISPECIES: carboxymuconolactone decarboxylase family protein
Un,NZ_NWMZ01000001.1,7949367,7949792,-,57603390,,COO55_RS37180,WP_005561462.1,141,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7949952,7951433,-,57603391,,COO55_RS37185,WP_120661155.1,493,MFS transporter
Un,NZ_NWMZ01000001.1,7951683,7952390,+,57603392,,COO55_RS37190,WP_054245565.1,235,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7952350,7953198,-,57603393,,COO55_RS37195,WP_005572905.1,282,MULTISPECIES: alpha/beta fold hydrolase
Un,NZ_NWMZ01000001.1,7953358,7954104,+,57603394,,COO55_RS37200,WP_120661156.1,248,response regulator transcription factor
Un,NZ_NWMZ01000001.1,7954080,7955045,-,57603395,,COO55_RS37205,WP_005572907.1,321,MULTISPECIES: alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,7955099,7955638,+,57603396,,COO55_RS37210,WP_120661157.1,179,MULTISPECIES: TetR family transcriptional regulator
Un,NZ_NWMZ01000001.1,7955678,7957321,-,57603397,,COO55_RS37215,WP_054245562.1,547,hypothetical protein
Un,NZ_NWMZ01000001.1,7957318,7958247,-,57603398,,COO55_RS37220,WP_120661158.1,309,ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,7958436,7959932,+,57603399,,COO55_RS37225,WP_054245560.1,498,DUF4389 domain-containing protein
Un,NZ_NWMZ01000001.1,7959929,7960471,+,57603400,,COO55_RS37230,WP_005563455.1,180,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7960546,7960788,+,57603401,,COO55_RS37235,WP_120661159.1,80,PLDc N-terminal domain-containing protein
Un,NZ_NWMZ01000001.1,7960804,7961811,-,57603402,,COO55_RS37240,WP_120661160.1,335,potassium channel protein
Un,NZ_NWMZ01000001.1,7961850,7962749,-,57603403,,COO55_RS37245,WP_120661161.1,299,universal stress protein
Un,NZ_NWMZ01000001.1,7963159,7965207,+,57603405,,COO55_RS37255,WP_120661162.1,682,erythromycin esterase family protein
Un,NZ_NWMZ01000001.1,7966322,7966771,+,57603407,,COO55_RS37265,WP_054245590.1,149,hypothetical protein
Un,NZ_NWMZ01000001.1,7966768,7968312,+,57603408,,COO55_RS37270,WP_120661163.1,514,FAD-dependent monooxygenase
Un,NZ_NWMZ01000001.1,7968440,7969834,+,57603409,,COO55_RS37275,WP_183102265.1,464,phosphoribosyltransferase
Un,NZ_NWMZ01000001.1,7970098,7970517,-,57603411,,COO55_RS37285,WP_043788186.1,139,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7970647,7971546,-,57603412,,COO55_RS37290,WP_120661165.1,299,universal stress protein
Un,NZ_NWMZ01000001.1,7973499,7974047,-,57603414,,COO55_RS37300,WP_120661166.1,182,PAS domain S-box protein
Un,NZ_NWMZ01000001.1,7974544,7975539,-,57603416,,COO55_RS37310,WP_120661167.1,331,hypothetical protein
Un,NZ_NWMZ01000001.1,7977237,7977986,+,57603418,,COO55_RS37320,WP_120661168.1,249,hypothetical protein
Un,NZ_NWMZ01000001.1,7978040,7978474,-,57603419,,COO55_RS37325,WP_005563426.1,144,MULTISPECIES: CBS domain-containing protein
Un,NZ_NWMZ01000001.1,7978532,7978690,-,58575398,,COO55_RS41860,WP_037205825.1,52,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7978730,7979188,-,57603420,,COO55_RS37330,WP_120661169.1,152,Hsp20/alpha crystallin family protein
Un,NZ_NWMZ01000001.1,7979632,7979946,+,57603421,,COO55_RS37335,WP_005261667.1,104,MULTISPECIES: DUF1918 domain-containing protein
Un,NZ_NWMZ01000001.1,7979953,7980516,-,57603422,,COO55_RS37340,WP_005563421.1,187,MULTISPECIES: CBS domain-containing protein
Un,NZ_NWMZ01000001.1,7980603,7981499,-,57603423,,COO55_RS37345,WP_043788197.1,298,MULTISPECIES: universal stress protein
Un,NZ_NWMZ01000001.1,7981609,7981866,-,57603424,,COO55_RS37350,WP_005563417.1,85,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,7981869,7982468,-,57603425,,COO55_RS37355,WP_005563414.1,199,MULTISPECIES: CBS domain-containing protein
Un,NZ_NWMZ01000001.1,7982647,7983750,+,57603426,,COO55_RS37360,WP_005563413.1,367,MULTISPECIES: 3-oxoacyl-ACP synthase
Un,NZ_NWMZ01000001.1,7983734,7984609,+,57603427,,COO55_RS37365,WP_005261658.1,291,MULTISPECIES: 3-oxoacyl-ACP synthase
Un,NZ_NWMZ01000001.1,7984653,7987556,-,57603428,,COO55_RS37370,WP_120661170.1,967,arylsulfatase
Un,NZ_NWMZ01000001.1,7988572,7990941,+,57603430,ppsA,COO55_RS37380,WP_120661171.1,789,phosphoenolpyruvate synthase
Un,NZ_NWMZ01000001.1,7990938,7991303,+,57603431,,COO55_RS37385,WP_120661173.1,121,hypothetical protein
Un,NZ_NWMZ01000001.1,7991304,7992257,-,57603432,,COO55_RS37390,WP_120661175.1,317,1-phosphofructokinase family hexose kinase
Un,NZ_NWMZ01000001.1,7992312,7993823,-,57603433,,COO55_RS37395,WP_120661177.1,503,AAA family ATPase
Un,NZ_NWMZ01000001.1,7993833,7994390,-,57603434,,COO55_RS37400,WP_054245545.1,185,MULTISPECIES: GNAT family N-acetyltransferase
Un,NZ_NWMZ01000001.1,7994568,7994921,+,57603435,,COO55_RS37405,WP_005563400.1,117,hypothetical protein
Un,NZ_NWMZ01000001.1,7994918,7995238,+,57603436,,COO55_RS37410,WP_183102266.1,106,DUF1876 family protein
Un,NZ_NWMZ01000001.1,7995248,7997017,+,57603437,acsA,COO55_RS37415,WP_043788178.1,589,MULTISPECIES: acetate--CoA ligase
Un,NZ_NWMZ01000001.1,7997014,7998012,+,57603438,pdhA,COO55_RS37420,WP_005563393.1,332,MULTISPECIES: pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
Un,NZ_NWMZ01000001.1,7998009,7998983,+,57603439,,COO55_RS37425,WP_005261633.1,324,MULTISPECIES: alpha-ketoacid dehydrogenase subunit beta
Un,NZ_NWMZ01000001.1,7998999,8000189,+,57603440,,COO55_RS37430,WP_120661181.1,396,2-oxo acid dehydrogenase subunit E2
Un,NZ_NWMZ01000001.1,8000199,8000447,+,57603441,,COO55_RS37435,WP_005261629.1,82,MULTISPECIES: acyl carrier protein
Un,NZ_NWMZ01000001.1,8001870,8004203,+,57603443,cadA,COO55_RS37445,WP_120661183.1,777,cadmium-translocating P-type ATPase
Un,NZ_NWMZ01000001.1,8004216,8005097,-,57603444,,COO55_RS37450,WP_120661185.1,293,universal stress protein
Un,NZ_NWMZ01000001.1,8005219,8006937,-,57603445,,COO55_RS37455,WP_054245541.1,572,MULTISPECIES: GAF domain-containing sensor histidine kinase
Un,NZ_NWMZ01000001.1,8006983,8007654,-,57603446,,COO55_RS37460,WP_120661187.1,223,response regulator transcription factor
Un,NZ_NWMZ01000001.1,8007750,8008031,-,57603447,,COO55_RS37465,WP_120661189.1,93,hypothetical protein
Un,NZ_NWMZ01000001.1,8008328,8008930,+,57603448,,COO55_RS37470,WP_054245538.1,200,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8008969,8012610,-,57603449,otsB,COO55_RS37475,WP_120661190.1,1213,trehalose-phosphatase
Un,NZ_NWMZ01000001.1,8012683,8013216,-,57603450,,COO55_RS37480,WP_005257913.1,177,MULTISPECIES: flavodoxin family protein
Un,NZ_NWMZ01000001.1,8013659,8014555,+,57603451,,COO55_RS37485,WP_005574437.1,298,MULTISPECIES: universal stress protein
Un,NZ_NWMZ01000001.1,8014578,8015816,-,57603452,,COO55_RS37490,WP_005574439.1,412,MULTISPECIES: serine hydrolase
Un,NZ_NWMZ01000001.1,8016031,8016285,+,57603453,,COO55_RS37495,WP_005257908.1,84,MULTISPECIES: SHOCT domain-containing protein
Un,NZ_NWMZ01000001.1,8016497,8017918,+,57603454,,COO55_RS37500,WP_043792497.1,473,MULTISPECIES: DUF1298 domain-containing protein
Un,NZ_NWMZ01000001.1,8017988,8018275,+,57603455,,COO55_RS37505,WP_005257904.1,95,MULTISPECIES: DUF1876 domain-containing protein
Un,NZ_NWMZ01000001.1,8018402,8019559,+,57603456,,COO55_RS37510,WP_043792494.1,385,MULTISPECIES: 4Fe-4S dicluster domain-containing protein
Un,NZ_NWMZ01000001.1,8019556,8020017,+,57603457,,COO55_RS37515,WP_005571455.1,153,cyclic nucleotide-binding domain-containing protein
Un,NZ_NWMZ01000001.1,8020014,8020862,+,57603458,,COO55_RS37520,WP_120661192.1,282,FAD/NAD(P)-binding protein
Un,NZ_NWMZ01000001.1,8020862,8021647,+,57603459,,COO55_RS37525,WP_120661194.1,261,oxidoreductase
Un,NZ_NWMZ01000001.1,8021631,8022923,+,57603460,,COO55_RS37530,WP_120661196.1,430,nickel-dependent hydrogenase large subunit
Un,NZ_NWMZ01000001.1,8022920,8023387,+,57603461,,COO55_RS37535,WP_054245533.1,155,hydrogenase maturation protease
Un,NZ_NWMZ01000001.1,8023413,8024426,-,57603462,,COO55_RS37540,WP_120661198.1,337,hypothetical protein
Un,NZ_NWMZ01000001.1,8024583,8025494,+,57603463,,COO55_RS37545,WP_054245531.1,303,MULTISPECIES: ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,8025484,8026284,+,57603464,,COO55_RS37550,WP_120661200.1,266,ABC transporter permease subunit
Un,NZ_NWMZ01000001.1,8026287,8027228,+,57603465,,COO55_RS37555,WP_120661202.1,313,universal stress protein
Un,NZ_NWMZ01000001.1,8027215,8028513,+,57603466,,COO55_RS37560,WP_120661204.1,432,MgtC/SapB family protein
Un,NZ_NWMZ01000001.1,8028674,8029690,+,57603467,,COO55_RS37565,WP_043789405.1,338,hypothetical protein
Un,NZ_NWMZ01000001.1,8029801,8030655,+,57603468,,COO55_RS37570,WP_054245526.1,284,MULTISPECIES: universal stress protein
Un,NZ_NWMZ01000001.1,8030721,8031320,+,57603469,,COO55_RS37575,WP_054245525.1,199,hypothetical protein
Un,NZ_NWMZ01000001.1,8031382,8032809,+,57603470,,COO55_RS37580,WP_120661206.1,475,wax ester/triacylglycerol synthase family O-acyltransferase
Un,NZ_NWMZ01000001.1,8032806,8034131,+,57603471,,COO55_RS37585,WP_005565957.1,441,MULTISPECIES: DUF1298 domain-containing protein
Un,NZ_NWMZ01000001.1,8034148,8034741,-,57603472,,COO55_RS37590,WP_120661208.1,197,hypothetical protein
Un,NZ_NWMZ01000001.1,8034779,8035660,-,57603473,,COO55_RS37595,WP_120661210.1,293,universal stress protein
Un,NZ_NWMZ01000001.1,8035914,8036096,+,57603474,,COO55_RS37600,WP_065491049.1,60,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8036143,8037126,-,57603475,,COO55_RS37605,WP_120661212.1,327,magnesium transporter
Un,NZ_NWMZ01000001.1,8037280,8037753,-,57603476,,COO55_RS37610,WP_120661214.1,157,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8041616,8042440,-,57603480,,COO55_RS37630,WP_016880360.1,274,MULTISPECIES: MBL fold metallo-hydrolase
Un,NZ_NWMZ01000001.1,8042458,8042781,-,57603481,,COO55_RS37635,WP_120659086.1,107,AzlD domain-containing protein
Un,NZ_NWMZ01000001.1,8042778,8043452,-,57603482,,COO55_RS37640,WP_120659085.1,224,AzlC family ABC transporter permease
Un,NZ_NWMZ01000001.1,8043546,8044100,+,57603483,,COO55_RS37645,WP_120659084.1,184,helix-turn-helix transcriptional regulator
Un,NZ_NWMZ01000001.1,8044220,8044579,+,57603484,,COO55_RS37650,WP_005255108.1,119,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8044581,8045792,+,57603485,,COO55_RS37655,WP_120659083.1,403,RNA polymerase sigma factor
Un,NZ_NWMZ01000001.1,8045806,8046282,-,57603486,,COO55_RS37660,WP_120659082.1,158,hypothetical protein
Un,NZ_NWMZ01000001.1,8047016,8047942,-,57603488,,COO55_RS37670,WP_120661216.1,308,metal ABC transporter permease
Un,NZ_NWMZ01000001.1,8047949,8048686,-,57603489,,COO55_RS37675,WP_120659081.1,245,metal ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,8048683,8049609,-,57603490,,COO55_RS37680,WP_183102267.1,308,zinc ABC transporter substrate-binding protein
Un,NZ_NWMZ01000001.1,8050022,8051194,-,57603491,,COO55_RS37685,WP_120661218.1,390,MULTISPECIES: epoxide hydrolase
Un,NZ_NWMZ01000001.1,8051298,8051885,+,57603492,,COO55_RS37690,WP_043787672.1,195,MULTISPECIES: CGNR zinc finger domain-containing protein
Un,NZ_NWMZ01000001.1,8051913,8052542,-,57603493,,COO55_RS37695,WP_120659080.1,209,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8052740,8054131,-,57603494,,COO55_RS37700,WP_120661220.1,463,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,8054291,8054836,+,57603495,,COO55_RS37705,WP_120659079.1,181,Lrp/AsnC family transcriptional regulator
Un,NZ_NWMZ01000001.1,8054889,8055116,-,57603496,nrdH,COO55_RS37710,WP_120661486.1,75,MULTISPECIES: glutaredoxin-like protein NrdH
Un,NZ_NWMZ01000001.1,8056269,8056679,-,57603499,,COO55_RS37725,WP_005255126.1,136,MULTISPECIES: gas vesicle protein
Un,NZ_NWMZ01000001.1,8056676,8056966,-,57603500,,COO55_RS37730,WP_120659077.1,96,MULTISPECIES: gas vesicle protein
Un,NZ_NWMZ01000001.1,8057232,8058020,-,57603502,,COO55_RS37740,WP_005255132.1,262,GvpL/GvpF family gas vesicle protein
Un,NZ_NWMZ01000001.1,8058020,8058388,-,57603503,gvpA,COO55_RS37745,WP_005255135.1,122,MULTISPECIES: gas vesicle structural protein GvpA
Un,NZ_NWMZ01000001.1,8058385,8059665,-,57603504,,COO55_RS37750,WP_120661223.1,426,SRPBCC family protein
Un,NZ_NWMZ01000001.1,8059671,8060363,-,57603505,,COO55_RS37755,WP_120659076.1,230,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8060814,8061203,-,57603506,,COO55_RS37760,WP_037204117.1,129,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8062272,8062427,-,58575399,,COO55_RS41865,WP_005257862.1,51,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8062782,8063522,-,57603510,,COO55_RS37780,WP_120659074.1,246,hypothetical protein
Un,NZ_NWMZ01000001.1,8064934,8065233,+,58575400,,COO55_RS41870,WP_166680683.1,99,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,8070580,8071332,-,57603519,,COO55_RS37825,WP_120661221.1,250,MULTISPECIES: methyltransferase domain-containing protein
Un,NZ_NWMZ01000001.1,8071523,8071927,-,57603520,,COO55_RS37830,WP_120659073.1,134,MULTISPECIES: cupredoxin domain-containing protein
Un,NZ_NWMZ01000001.1,8072794,8073225,-,57603522,,COO55_RS37840,WP_183102179.1,143,patatin-like phospholipase family protein
Un,NZ_NWMZ01000002.1,333,980,+,57603524,,COO55_RS37855,WP_120661487.1,215,hypothetical protein
Un,NZ_NWMZ01000002.1,1012,1620,+,57603525,,COO55_RS37860,WP_120661488.1,202,RES family NAD+ phosphorylase
Un,NZ_NWMZ01000002.1,1787,2149,-,57603526,,COO55_RS37865,WP_120661489.1,120,cupin domain-containing protein
Un,NZ_NWMZ01000002.1,6316,6486,+,58575402,,COO55_RS41880,WP_183102285.1,56,hypothetical protein
Un,NZ_NWMZ01000002.1,6859,8616,+,57603531,,COO55_RS37890,WP_183102286.1,585,DUF262 domain-containing protein
Un,NZ_NWMZ01000002.1,9642,10973,+,57603534,,COO55_RS37905,WP_147437022.1,443,DUF4407 domain-containing protein
Un,NZ_NWMZ01000002.1,10991,11587,+,57603535,,COO55_RS37910,WP_147437023.1,198,hypothetical protein
Un,NZ_NWMZ01000002.1,11621,12922,+,57603536,,COO55_RS37915,WP_147437024.1,433,hypothetical protein
Un,NZ_NWMZ01000002.1,13182,14210,+,57603537,,COO55_RS37920,WP_120661494.1,342,GIY-YIG nuclease family protein
Un,NZ_NWMZ01000002.1,14271,15083,+,57603538,,COO55_RS37925,WP_183102287.1,270,DUF3883 domain-containing protein
Un,NZ_NWMZ01000002.1,15188,15460,-,57603539,,COO55_RS37930,WP_183102288.1,90,hypothetical protein
Un,NZ_NWMZ01000002.1,15405,15545,-,58575403,,COO55_RS41885,WP_183102357.1,46,hypothetical protein
Un,NZ_NWMZ01000002.1,16142,17371,+,57603541,,COO55_RS37940,WP_120661497.1,409,restriction endonuclease
Un,NZ_NWMZ01000002.1,17933,18415,-,57603542,,COO55_RS37945,WP_120661498.1,160,hypothetical protein
Un,NZ_NWMZ01000002.1,18553,18708,-,58575404,,COO55_RS41890,WP_183102289.1,51,hypothetical protein
Un,NZ_NWMZ01000002.1,19057,19866,-,57603543,,COO55_RS37955,WP_120661500.1,269,N-formylglutamate amidohydrolase
Un,NZ_NWMZ01000002.1,20005,20355,-,57603544,,COO55_RS37960,WP_120662211.1,116,hypothetical protein
Un,NZ_NWMZ01000002.1,20679,22670,-,57603546,,COO55_RS37970,WP_120661502.1,663,cutinase family protein
Un,NZ_NWMZ01000002.1,22865,23065,-,57603547,,COO55_RS37975,WP_120661503.1,66,hypothetical protein
Un,NZ_NWMZ01000002.1,23062,23391,-,57603548,,COO55_RS37980,WP_120661504.1,109,hypothetical protein
Un,NZ_NWMZ01000002.1,23556,23828,-,57603549,,COO55_RS37985,WP_120661505.1,90,hypothetical protein
Un,NZ_NWMZ01000002.1,24545,25258,-,57603550,,COO55_RS37990,WP_120662212.1,237,hypothetical protein
Un,NZ_NWMZ01000002.1,25282,26496,-,57603551,,COO55_RS37995,WP_120661506.1,404,insoluble domain protein
Un,NZ_NWMZ01000002.1,26546,28039,-,57603552,,COO55_RS38000,WP_120661507.1,497,hypothetical protein
Un,NZ_NWMZ01000002.1,28042,28389,-,57603553,,COO55_RS38005,WP_054246128.1,115,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000002.1,28478,30622,-,57603554,,COO55_RS38010,WP_120662213.1,714,AAA family ATPase
Un,NZ_NWMZ01000002.1,31746,32057,+,57603555,,COO55_RS38015,WP_043827431.1,103,hypothetical protein
Un,NZ_NWMZ01000002.1,32102,32500,+,57603556,,COO55_RS38020,WP_120661508.1,132,hypothetical protein
Un,NZ_NWMZ01000002.1,32497,35568,+,57603557,,COO55_RS38025,WP_120661509.1,1023,ATP-binding protein
Un,NZ_NWMZ01000002.1,35565,37709,+,57603558,,COO55_RS38030,WP_120661510.1,714,hypothetical protein
Un,NZ_NWMZ01000002.1,37709,38542,+,57603559,,COO55_RS38035,WP_120661511.1,277,hypothetical protein
Un,NZ_NWMZ01000002.1,38539,40140,+,57603560,,COO55_RS38040,WP_120661512.1,533,peptidoglycan DD-metalloendopeptidase family protein
Un,NZ_NWMZ01000002.1,40575,41138,+,57603561,,COO55_RS38045,WP_120661513.1,187,hypothetical protein
Un,NZ_NWMZ01000002.1,41151,41732,+,57603562,,COO55_RS38050,WP_120661514.1,193,hypothetical protein
Un,NZ_NWMZ01000002.1,41927,43018,-,57603563,,COO55_RS38055,WP_120661515.1,363,DUF3068 domain-containing protein
Un,NZ_NWMZ01000002.1,43101,44267,+,57603564,,COO55_RS38060,WP_120661516.1,388,cytochrome P450
Un,NZ_NWMZ01000002.1,44302,45387,+,57603565,,COO55_RS38065,WP_120661517.1,361,DUF5593 domain-containing protein
Un,NZ_NWMZ01000002.1,45417,45980,+,57603566,,COO55_RS38070,WP_120661518.1,187,septation protein IspZ
Un,NZ_NWMZ01000002.1,46273,46704,-,57603567,,COO55_RS38075,WP_120661519.1,143,helix-turn-helix transcriptional regulator
Un,NZ_NWMZ01000002.1,47277,47762,+,57603568,,COO55_RS38080,WP_120662214.1,161,hypothetical protein
Un,NZ_NWMZ01000002.1,48266,48523,+,57603570,,COO55_RS38090,WP_005245100.1,85,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000002.1,50577,51164,+,57603572,,COO55_RS38100,WP_061700961.1,195,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000002.1,51505,52740,+,57603573,,COO55_RS38105,WP_120661521.1,411,hypothetical protein
Un,NZ_NWMZ01000002.1,54015,54797,+,57603574,,COO55_RS38110,WP_005245094.1,260,MULTISPECIES: AAA family ATPase
Un,NZ_NWMZ01000002.1,54794,55165,+,57603575,,COO55_RS38115,WP_061698399.1,123,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000002.1,55321,56613,+,57603576,,COO55_RS38120,WP_120661522.1,430,DUF2637 domain-containing protein
Un,NZ_NWMZ01000002.1,56970,57296,+,57603577,,COO55_RS38125,WP_080578218.1,108,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000002.1,58069,59007,-,57603578,,COO55_RS38130,WP_120661523.1,312,phospholipase D family protein
Un,NZ_NWMZ01000002.1,59956,63441,+,57603580,,COO55_RS38140,WP_120661525.1,1161,protein kinase
Un,NZ_NWMZ01000002.1,63595,64422,+,57603581,,COO55_RS38145,WP_120661526.1,275,SDR family oxidoreductase
Un,NZ_NWMZ01000002.1,64584,64841,-,57603582,,COO55_RS38150,WP_120662215.1,85,DUF3263 domain-containing protein
Un,NZ_NWMZ01000002.1,65193,65591,+,57603583,,COO55_RS38155,WP_120661527.1,132,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000002.1,65596,66654,+,57603584,,COO55_RS38160,WP_120661528.1,352,alcohol dehydrogenase catalytic domain-containing protein
Un,NZ_NWMZ01000002.1,66660,68180,+,57603585,,COO55_RS38165,WP_120661529.1,506,aldehyde dehydrogenase
Un,NZ_NWMZ01000002.1,68212,69540,+,57603586,,COO55_RS38170,WP_120662216.1,442,MULTISPECIES: cytochrome P450
Un,NZ_NWMZ01000002.1,69540,69764,+,57603587,,COO55_RS38175,WP_120662217.1,74,MULTISPECIES: ferredoxin
Un,NZ_NWMZ01000002.1,69761,71050,+,57603588,,COO55_RS38180,WP_120661530.1,429,FAD-dependent oxidoreductase
Un,NZ_NWMZ01000002.1,71064,72179,-,57603589,,COO55_RS38185,WP_120661531.1,371,GAF domain-containing protein
